model,family,type,mount_style,load_min_kg,load_max_kg,natural_freq_hz,stiffness_n_mm,static_deflection_mm,height_mm,dia_mm,length_mm,width_mm,thread,material,hardness_shore,temp_min_c,temp_max_c,weight_kg,hsn,gst_rate,uom,price_inr,lead_time_days,status,image,ga_pdf,source,note
AT-E160,Rubber E/EA shock absorber,"rubber mount, anti-shedding",,,163.1,29,5500,,60,108,145,,,Natural rubber / steel,,-30,80,1.09,40169990,18,NOS,1250,21,reference,img/mounts/E.svg,,EKD catalogue equivalent - replace with Adoni Tech catalogue data,cat p.67-68; nominal load Z=1600 X=700 Y=1500 N; static deformation 0.6±0.3 mm; dynamic stiffness Z/X/Y=5500/1400/2800 N
AT-EA160,Rubber E/EA shock absorber,"rubber mount, anti-shedding (EA: softer)",,,163.1,25,4000,,60,108,145,,,Natural rubber / steel,,-30,80,1.09,40169990,18,NOS,1250,21,reference,img/mounts/E.svg,,EKD catalogue equivalent - replace with Adoni Tech catalogue data,cat p.67-68; nominal load Z=1600 X=700 Y=1500 N; static deformation 1.0±0.4 mm; dynamic stiffness Z/X/Y=4000/1150/2450 N
AT-E220,Rubber E/EA shock absorber,"rubber mount, anti-shedding",,,224.3,28,7000,,60,118,150,,,Natural rubber / steel,,-30,80,1.25,40169990,18,NOS,1350,21,reference,img/mounts/E.svg,,EKD catalogue equivalent - replace with Adoni Tech catalogue data,cat p.67-68; nominal load Z=2200 X=800 Y=1900 N; static deformation 0.6±0.3 mm; dynamic stiffness Z/X/Y=7000/1500/3500 N
AT-EA220,Rubber E/EA shock absorber,"rubber mount, anti-shedding (EA: softer)",,,224.3,22.5,4500,,60,118,150,,,Natural rubber / steel,,-30,80,1.25,40169990,18,NOS,1350,21,reference,img/mounts/E.svg,,EKD catalogue equivalent - replace with Adoni Tech catalogue data,cat p.67-68; nominal load Z=2200 X=800 Y=1900 N; static deformation 1.1±0.4 mm; dynamic stiffness Z/X/Y=4500/1400/2800 N
AT-E300,Rubber E/EA shock absorber,"rubber mount, anti-shedding",,,305.8,30,11000,,65,125,155,,,Natural rubber / steel,,-30,80,1.42,40169990,18,NOS,1450,21,reference,img/mounts/E.svg,,EKD catalogue equivalent - replace with Adoni Tech catalogue data,cat p.67-68; nominal load Z=3000 X=900 Y=2100 N; static deformation 0.6±0.3 mm; dynamic stiffness Z/X/Y=11000/2260/5500 
AT-EA300,Rubber E/EA shock absorber,"rubber mount, anti-shedding (EA: softer)",,,305.8,21.5,5600,,65,125,155,,,Natural rubber / steel,,-30,80,1.42,40169990,18,NOS,1450,21,reference,img/mounts/E.svg,,EKD catalogue equivalent - replace with Adoni Tech catalogue data,cat p.67-68; nominal load Z=3000 X=900 Y=2100 N; static deformation 1.1±0.4 mm; dynamic stiffness Z/X/Y=5600/1500/3350 N
AT-E400,Rubber E/EA shock absorber,"rubber mount, anti-shedding",,,407.7,28.5,13000,,65,130,175,,,Natural rubber / steel,,-30,80,1.62,40169990,18,NOS,1550,21,reference,img/mounts/E.svg,,EKD catalogue equivalent - replace with Adoni Tech catalogue data,cat p.67-68; nominal load Z=4000 X=1000 Y=2600 N; static deformation 0.7±0.3 mm; dynamic stiffness Z/X/Y=13000/2400/6200
AT-EA400,Rubber E/EA shock absorber,"rubber mount, anti-shedding (EA: softer)",,,407.7,20,6500,,65,130,175,,,Natural rubber / steel,,-30,80,1.62,40169990,18,NOS,1550,21,reference,img/mounts/E.svg,,EKD catalogue equivalent - replace with Adoni Tech catalogue data,cat p.67-68; nominal load Z=4000 X=1000 Y=2600 N; static deformation 1.4±0.4 mm; dynamic stiffness Z/X/Y=6500/1700/5000 
AT-6JX-25N,Rubber 6JX shock absorber,"closed-structure rubber mount, axial (Z) load",,20.0,25.0,8±1.5,,,60,70,126,,,Natural rubber / steel,,-30,80,0.56,40169990,18,NOS,700,21,reference,img/mounts/6JX.svg,,EKD catalogue equivalent - replace with Adoni Tech catalogue data,"cat p.69; rated vertical load 25 kg, application range 20~25 kg, converted x9.81; deformation at rated 7±1.5 mm; damping"
AT-6JX-25,Rubber 6JX shock absorber,"closed-structure rubber mount, axial (Z) load",,20.0,25.0,7±1.5,,,60,70,126,,,Natural rubber / steel,,-30,80,0.56,40169990,18,NOS,700,21,reference,img/mounts/6JX.svg,,EKD catalogue equivalent - replace with Adoni Tech catalogue data,"cat p.69; rated vertical load 25 kg, application range 20~25 kg, converted x9.81; deformation at rated 7±1.5 mm; damping"
AT-6JX-45N,Rubber 6JX shock absorber,"closed-structure rubber mount, axial (Z) load",,25.0,45.0,8±1.5,,,66,76,150,,,Natural rubber / steel,,-30,80,0.73,40169990,18,NOS,800,21,reference,img/mounts/6JX.svg,,EKD catalogue equivalent - replace with Adoni Tech catalogue data,"cat p.69; rated vertical load 45 kg, application range 25~45 kg, converted x9.81; deformation at rated 7±1.5 mm; damping"
AT-6JX-45,Rubber 6JX shock absorber,"closed-structure rubber mount, axial (Z) load",,25.0,45.0,7±1.5,,,66,76,150,,,Natural rubber / steel,,-30,80,0.73,40169990,18,NOS,800,21,reference,img/mounts/6JX.svg,,EKD catalogue equivalent - replace with Adoni Tech catalogue data,"cat p.69; rated vertical load 45 kg, application range 25~45 kg, converted x9.81; deformation at rated 7±1.5 mm; damping"
AT-6JX-70N,Rubber 6JX shock absorber,"closed-structure rubber mount, axial (Z) load",,45.0,70.0,8±1.5,,,68,82,168,,,Natural rubber / steel,,-30,80,0.88,40169990,18,NOS,1100,21,reference,img/mounts/6JX.svg,,EKD catalogue equivalent - replace with Adoni Tech catalogue data,"cat p.69; rated vertical load 70 kg, application range 45~70 kg, converted x9.81; deformation at rated 8±1.5 mm; damping"
AT-6JX-70,Rubber 6JX shock absorber,"closed-structure rubber mount, axial (Z) load",,45.0,70.0,7±1.5,,,68,82,168,,,Natural rubber / steel,,-30,80,0.88,40169990,18,NOS,1100,21,reference,img/mounts/6JX.svg,,EKD catalogue equivalent - replace with Adoni Tech catalogue data,"cat p.69; rated vertical load 70 kg, application range 45~70 kg, converted x9.81; deformation at rated 8±1.5 mm; damping"
AT-6JX-100N,Rubber 6JX shock absorber,"closed-structure rubber mount, axial (Z) load",,70.0,100.0,8±1.5,,,70,82,168,,,Natural rubber / steel,,-30,80,0.88,40169990,18,NOS,1100,21,reference,img/mounts/6JX.svg,,EKD catalogue equivalent - replace with Adoni Tech catalogue data,"cat p.69; rated vertical load 100 kg, application range 70~100 kg, converted x9.81; deformation at rated 8±1.5 mm; dampi"
AT-6JX-100,Rubber 6JX shock absorber,"closed-structure rubber mount, axial (Z) load",,70.0,100.0,7±1.5,,,70,82,168,,,Natural rubber / steel,,-30,80,0.88,40169990,18,NOS,1100,21,reference,img/mounts/6JX.svg,,EKD catalogue equivalent - replace with Adoni Tech catalogue data,"cat p.69; rated vertical load 100 kg, application range 70~100 kg, converted x9.81; deformation at rated 8±1.5 mm; dampi"
AT-6JX-200N,Rubber 6JX shock absorber,"closed-structure rubber mount, axial (Z) load",,100.0,200.0,8±1.5,,,80,88,172,,,Natural rubber / steel,,-30,80,1.02,40169990,18,NOS,1200,21,reference,img/mounts/6JX.svg,,EKD catalogue equivalent - replace with Adoni Tech catalogue data,"cat p.69; rated vertical load 200 kg, application range 100~200 kg, converted x9.81; deformation at rated 10±2 mm; dampi"
AT-6JX-200,Rubber 6JX shock absorber,"closed-structure rubber mount, axial (Z) load",,100.0,200.0,7±1.5,,,80,88,172,,,Natural rubber / steel,,-30,80,1.02,40169990,18,NOS,1200,21,reference,img/mounts/6JX.svg,,EKD catalogue equivalent - replace with Adoni Tech catalogue data,"cat p.69; rated vertical load 200 kg, application range 100~200 kg, converted x9.81; deformation at rated 10±2 mm; dampi"
AT-6JX-400N,Rubber 6JX shock absorber,"closed-structure rubber mount, axial (Z) load",,200.0,400.0,8±1.5,,,108,140,248,,,Natural rubber / steel,,-30,80,2.69,40169990,18,NOS,2300,21,reference,img/mounts/6JX.svg,,EKD catalogue equivalent - replace with Adoni Tech catalogue data,"cat p.69; rated vertical load 400 kg, application range 200~400 kg, converted x9.81; deformation at rated 14±2 mm; dampi"
AT-6JX-400,Rubber 6JX shock absorber,"closed-structure rubber mount, axial (Z) load",,200.0,400.0,7±1.5,,,108,140,248,,,Natural rubber / steel,,-30,80,2.69,40169990,18,NOS,2300,21,reference,img/mounts/6JX.svg,,EKD catalogue equivalent - replace with Adoni Tech catalogue data,"cat p.69; rated vertical load 400 kg, application range 200~400 kg, converted x9.81; deformation at rated 14±2 mm; dampi"
AT-6JX-600N,Rubber 6JX shock absorber,"closed-structure rubber mount, axial (Z) load",,400.0,600.0,8±1.5,,,112,150,260,,,Natural rubber / steel,,-30,80,3.09,40169990,18,NOS,2550,21,reference,img/mounts/6JX.svg,,EKD catalogue equivalent - replace with Adoni Tech catalogue data,"cat p.69; rated vertical load 600 kg, application range 400~600 kg, converted x9.81; deformation at rated 16±2 mm; dampi"
AT-6JX-600,Rubber 6JX shock absorber,"closed-structure rubber mount, axial (Z) load",,400.0,600.0,7±1.5,,,112,150,260,,,Natural rubber / steel,,-30,80,3.09,40169990,18,NOS,2550,21,reference,img/mounts/6JX.svg,,EKD catalogue equivalent - replace with Adoni Tech catalogue data,"cat p.69; rated vertical load 600 kg, application range 400~600 kg, converted x9.81; deformation at rated 16±2 mm; dampi"
AT-6JX-900N,Rubber 6JX shock absorber,"closed-structure rubber mount, axial (Z) load",,400.0,900.0,8±1,,,115,165,290,,,Natural rubber / steel,,-30,80,3.81,40169990,18,NOS,5100,21,reference,img/mounts/6JX.svg,,EKD catalogue equivalent - replace with Adoni Tech catalogue data,"cat p.69; rated vertical load 900 kg, application range 400~900 kg, converted x9.81; deformation at rated 18±3 mm; dampi"
AT-6JX-900,Rubber 6JX shock absorber,"closed-structure rubber mount, axial (Z) load",,400.0,900.0,6±1.5,,,115,165,290,,,Natural rubber / steel,,-30,80,3.81,40169990,18,NOS,5100,21,reference,img/mounts/6JX.svg,,EKD catalogue equivalent - replace with Adoni Tech catalogue data,"cat p.69; rated vertical load 900 kg, application range 400~900 kg, converted x9.81; deformation at rated 18±3 mm; dampi"
AT-6JX-1200N,Rubber 6JX shock absorber,"closed-structure rubber mount, axial (Z) load",,600.0,1200.0,8±1,,,135,193,340,,,Natural rubber / steel,,-30,80,5.59,40169990,18,NOS,6350,21,reference,img/mounts/6JX.svg,,EKD catalogue equivalent - replace with Adoni Tech catalogue data,"cat p.69; rated vertical load 1200 kg, application range 600~1200 kg, converted x9.81; deformation at rated 22±4 mm; dam"
AT-6JX-1200,Rubber 6JX shock absorber,"closed-structure rubber mount, axial (Z) load",,600.0,1200.0,6±1.5,,,135,193,340,,,Natural rubber / steel,,-30,80,5.59,40169990,18,NOS,6350,21,reference,img/mounts/6JX.svg,,EKD catalogue equivalent - replace with Adoni Tech catalogue data,"cat p.69; rated vertical load 1200 kg, application range 600~1200 kg, converted x9.81; deformation at rated 22±4 mm; dam"
AT-SH-500,Rubber SH isolator,marine machinery rubber isolator,,,500.0,,,,68,90,230,,,Natural rubber / steel,,-30,80,1.25,40169990,18,NOS,25000,21,reference,img/mounts/SH.svg,,EKD catalogue equivalent - replace with Adoni Tech catalogue data,"cat p.70-71; nominal load 500 kg, converted x9.81; deformation 0.6~1.1 mm; operating temp -5~+70 C; L1=160 L2=198 L3=100"
AT-SH-750,Rubber SH isolator,marine machinery rubber isolator,,,750.0,,,,68,110,280,,,Natural rubber / steel,,-30,80,1.86,40169990,18,NOS,33300,21,reference,img/mounts/SH.svg,,EKD catalogue equivalent - replace with Adoni Tech catalogue data,"cat p.70-71; nominal load 750 kg, converted x9.81; deformation 0.6~1.1 mm; operating temp -5~+70 C; L1=200 L2=238 L3=100"
AT-SH-1150,Rubber SH isolator,marine machinery rubber isolator,,,1150.0,,,,,,,,,Natural rubber / steel,,-30,80,2.56,40169990,18,NOS,44800,21,reference,img/mounts/SH.svg,,EKD catalogue equivalent - replace with Adoni Tech catalogue data,"cat p.70-71; nominal load 1150 kg, converted x9.81; deformation 0.4~0.9 mm; operating temp -5~+70 C; dimensions only as "
AT-SH-1750,Rubber SH isolator,marine machinery rubber isolator,,,1750.0,,,,,,,,,Natural rubber / steel,,-30,80,3.51,40169990,18,NOS,60100,21,reference,img/mounts/SH.svg,,EKD catalogue equivalent - replace with Adoni Tech catalogue data,"cat p.70-71; nominal load 1750 kg, converted x9.81; deformation 0.4~0.9 mm; operating temp -5~+70 C; dimensions only as "
AT-SH-2200A,Rubber SH isolator,marine machinery rubber isolator,,,2200.0,,,,,,,,,Natural rubber / steel,,-30,80,4.17,40169990,18,NOS,70600,21,reference,img/mounts/SH.svg,,EKD catalogue equivalent - replace with Adoni Tech catalogue data,"cat p.70-71; nominal load 2200 kg, converted x9.81; deformation 0.3~0.9 mm; operating temp -5~+70 C; L4=150 L5=145 only;"
AT-SH-2200B,Rubber SH isolator,marine machinery rubber isolator,,,2200.0,,,,,,,,,Natural rubber / steel,,-30,80,4.17,40169990,18,NOS,70600,21,reference,img/mounts/SH.svg,,EKD catalogue equivalent - replace with Adoni Tech catalogue data,"cat p.70-71; nominal load 2200 kg, converted x9.81; deformation 0.3~0.9 mm; operating temp -5~+70 C; L4=140 L5=180 only;"
AT-WH-150,Rubber WH/WHG isolator,"low-frequency rubber isolator, horizontal mounting",,,152.9,6±1,,,80,127,185,,,Natural rubber / steel,,-30,80,1.75,40169990,18,NOS,1700,21,reference,img/mounts/WH.svg,,EKD catalogue equivalent - replace with Adoni Tech catalogue data,cat p.72-73; rated load Z=1500 N; static deformation 12±2 mm; L1=150 W1=65; 4 x ∅15 holes; 1 x M18 studs; oil/seawater/s
AT-WH-250,Rubber WH/WHG isolator,"low-frequency rubber isolator, horizontal mounting",,,254.8,6±1,,,80,127,185,,,Natural rubber / steel,,-30,80,1.75,40169990,18,NOS,1700,21,reference,img/mounts/WH.svg,,EKD catalogue equivalent - replace with Adoni Tech catalogue data,cat p.72-73; rated load Z=2500 N; static deformation 12±2 mm; L1=150 W1=65; 4 x ∅17 holes; 1 x M22 studs; oil/seawater/s
AT-WH-400,Rubber WH/WHG isolator,"low-frequency rubber isolator, horizontal mounting",,,407.7,6±1,,,80,127,185,,,Natural rubber / steel,,-30,80,1.75,40169990,18,NOS,1700,21,reference,img/mounts/WH.svg,,EKD catalogue equivalent - replace with Adoni Tech catalogue data,cat p.72-73; rated load Z=4000 N; static deformation 12±2 mm; L1=150 W1=65; 4 x ∅19 holes; 1 x M24 studs; oil/seawater/s
AT-WHG-600,Rubber WH/WHG isolator,"low-frequency rubber isolator, horizontal mounting",,,611.6,6±1.5,,,100,144,280,,,Natural rubber / steel,,-30,80,2.93,40169990,18,NOS,2350,21,reference,img/mounts/WH.svg,,EKD catalogue equivalent - replace with Adoni Tech catalogue data,cat p.72-73; rated load Z=6000 N; static deformation 12±2 mm; L1=243 L2=140 W1=112 A=110; 4 x ∅14 holes; 2 x M16 studs; 
AT-WHG-800,Rubber WH/WHG isolator,"low-frequency rubber isolator, horizontal mounting",,,815.5,6±1.5,,,100,144,334,,,Natural rubber / steel,,-30,80,3.29,40169990,18,NOS,2500,21,reference,img/mounts/WH.svg,,EKD catalogue equivalent - replace with Adoni Tech catalogue data,cat p.72-73; rated load Z=8000 N; static deformation 12±2 mm; L1=297 L2=194 W1=112 A=110; 4 x ∅14 holes; 3 x M16 studs; 
AT-WHG-1200,Rubber WH/WHG isolator,"low-frequency rubber isolator, horizontal mounting",,,1223.2,6±1.5,,,130,204,340,,,Natural rubber / steel,,-30,80,5.96,40169990,18,NOS,6600,21,reference,img/mounts/WH.svg,,EKD catalogue equivalent - replace with Adoni Tech catalogue data,cat p.72-73; rated load Z=12000 N; static deformation 12±2 mm; L1=296 L2=200 W1=115 A=168; 4 x ∅20 holes; 3 x M24 studs;
AT-WHG-1750,Rubber WH/WHG isolator,"low-frequency rubber isolator, horizontal mounting",,,1783.9,6±1.5,,,130,204,460,,,Natural rubber / steel,,-30,80,7.11,40169990,18,NOS,7000,21,reference,img/mounts/WH.svg,,EKD catalogue equivalent - replace with Adoni Tech catalogue data,cat p.72-73; rated load Z=17500 N; static deformation 12±2 mm; L1=403 L2=240 W1=115 A=168; 4 x ∅20 holes; 3 x M24 studs;
AT-RCM-SU-12.5x10-M5,"AT-RCM-SU cylindrical mount, stud one end",cylindrical rubber mount - male stud / plain face,SU,2.4,12.2,11.1,60,2,10,12.5,,,M5,"Natural rubber, galvanised steel plates",,-30,70,0.01,40169990,18,NOS,450,21,active,img/mounts/RCM-SU.svg,,AT-RCM range (import / local moulding). Supplier ref 511110,"D12.5 x H10 mm, M5 stud 10 mm; compression 12 daN at 2 mm; shear rating not published - compression use. Imported or moulded locally in India."
AT-RCM-SU-12.5x13.5-M5,"AT-RCM-SU cylindrical mount, stud one end",cylindrical rubber mount - male stud / plain face,SU,2.2,11.2,10.0,44,2.5,13.5,12.5,,,M5,"Natural rubber, galvanised steel plates",,-30,70,0.01,40169990,18,NOS,450,21,active,img/mounts/RCM-SU.svg,,AT-RCM range (import / local moulding). Supplier ref 511128,"D12.5 x H13.5 mm, M5 stud 10 mm; compression 11 daN at 2.5 mm; shear rating not published - compression use. Imported or moulded locally in India."
AT-RCM-SU-12.5x15-M5,"AT-RCM-SU cylindrical mount, stud one end",cylindrical rubber mount - male stud / plain face,SU,2,10.2,9.1,33,3,15,12.5,,,M5,"Natural rubber, galvanised steel plates",,-30,70,0.01,40169990,18,NOS,450,21,active,img/mounts/RCM-SU.svg,,AT-RCM range (import / local moulding). Supplier ref 511115,"D12.5 x H15 mm, M5 stud 10 mm; compression 10 daN at 3 mm; shear rating not published - compression use. Imported or moulded locally in India."
AT-RCM-SU-12.5x20-M5,"AT-RCM-SU cylindrical mount, stud one end",cylindrical rubber mount - male stud / plain face,SU,1.6,8.2,8.4,23,3.5,20,12.5,,,M5,"Natural rubber, galvanised steel plates",,-30,70,0.01,40169990,18,NOS,450,21,active,img/mounts/RCM-SU.svg,,AT-RCM range (import / local moulding). Supplier ref 511125,"D12.5 x H20 mm, M5 stud 10 mm; compression 8 daN at 3.5 mm; shear rating not published - compression use. Imported or moulded locally in India."
AT-RCM-SU-16x10-M4,"AT-RCM-SU cylindrical mount, stud one end",cylindrical rubber mount - male stud / plain face,SU,4.1,20.4,11.1,100,2,10,16,,,M4,"Natural rubber, galvanised steel plates",,-30,70,0.01,40169990,18,NOS,450,21,active,img/mounts/RCM-SU.svg,,AT-RCM range (import / local moulding). Supplier ref 511150,"D16 x H10 mm, M4 stud 10 mm; compression 20 daN at 2 mm; shear rating not published - compression use. Imported or moulded locally in India."
AT-RCM-SU-16x15-M4,"AT-RCM-SU cylindrical mount, stud one end",cylindrical rubber mount - male stud / plain face,SU,4.1,20.4,9.1,67,3,15,16,,,M4,"Natural rubber, galvanised steel plates",,-30,70,0.01,40169990,18,NOS,450,21,active,img/mounts/RCM-SU.svg,,AT-RCM range (import / local moulding). Supplier ref 511151,"D16 x H15 mm, M4 stud 10 mm; compression 20 daN at 3 mm; shear rating not published - compression use. Imported or moulded locally in India."
AT-RCM-SU-16x10-M5,"AT-RCM-SU cylindrical mount, stud one end",cylindrical rubber mount - male stud / plain face,SU,4.1,20.4,11.1,100,2,10,16,,,M5,"Natural rubber, galvanised steel plates",,-30,70,0.01,40169990,18,NOS,450,21,active,img/mounts/RCM-SU.svg,,AT-RCM range (import / local moulding). Supplier ref 511292,"D16 x H10 mm, M5 stud 12 mm; compression 20 daN at 2 mm; shear rating not published - compression use. Imported or moulded locally in India."
AT-RCM-SU-16x15-M5,"AT-RCM-SU cylindrical mount, stud one end",cylindrical rubber mount - male stud / plain face,SU,4.1,20.4,9.1,67,3,15,16,,,M5,"Natural rubber, galvanised steel plates",,-30,70,0.01,40169990,18,NOS,450,21,active,img/mounts/RCM-SU.svg,,AT-RCM range (import / local moulding). Supplier ref 511294,"D16 x H15 mm, M5 stud 12 mm; compression 20 daN at 3 mm; shear rating not published - compression use. Imported or moulded locally in India."
AT-RCM-SU-16x20-M5,"AT-RCM-SU cylindrical mount, stud one end",cylindrical rubber mount - male stud / plain face,SU,3.1,15.3,7.9,38,4,20,16,,,M5,"Natural rubber, galvanised steel plates",,-30,70,0.01,40169990,18,NOS,450,21,active,img/mounts/RCM-SU.svg,,AT-RCM range (import / local moulding). Supplier ref 511296,"D16 x H20 mm, M5 stud 12 mm; compression 15 daN at 4 mm; shear rating not published - compression use. Imported or moulded locally in India."
AT-RCM-SU-16x25-M5,"AT-RCM-SU cylindrical mount, stud one end",cylindrical rubber mount - male stud / plain face,SU,3.1,15.3,7.0,30,5,25,16,,,M5,"Natural rubber, galvanised steel plates",,-30,70,0.01,40169990,18,NOS,450,21,active,img/mounts/RCM-SU.svg,,AT-RCM range (import / local moulding). Supplier ref 511298,"D16 x H25 mm, M5 stud 12 mm; compression 15 daN at 5 mm; shear rating not published - compression use. Imported or moulded locally in India."
AT-RCM-SU-20x5-M6,"AT-RCM-SU cylindrical mount, stud one end",cylindrical rubber mount - male stud / plain face,SU,15.7,78.5,20.4,1283,0.6,5,20,,,M6,"Natural rubber, galvanised steel plates",,-30,70,0.01,40169990,18,NOS,450,21,active,img/mounts/RCM-SU.svg,,AT-RCM range (import / local moulding). Supplier ref 511206,"D20 x H5 mm, M6 stud 10 mm; compression 77 daN at 0.6 mm; shear rating not published - compression use. Imported or moulded locally in India."
AT-RCM-SU-20x8.5-M6,"AT-RCM-SU cylindrical mount, stud one end",cylindrical rubber mount - male stud / plain face,SU,8.2,40.8,12.9,267,1.5,8.5,20,,,M6,"Natural rubber, galvanised steel plates",,-30,70,0.01,40169990,18,NOS,450,21,active,img/mounts/RCM-SU.svg,,AT-RCM range (import / local moulding). Supplier ref 511200/11,"D20 x H8.5 mm, M6 stud 10 mm; compression 40 daN at 1.5 mm; shear rating not published - compression use. Imported or moulded locally in India."
AT-RCM-SU-20x8.5-M6-G16.5,"AT-RCM-SU cylindrical mount, stud one end",cylindrical rubber mount - male stud / plain face,SU,8.2,40.8,12.9,267,1.5,8.5,20,,,M6,"Natural rubber, galvanised steel plates",,-30,70,0.01,40169990,18,NOS,450,21,active,img/mounts/RCM-SU.svg,,AT-RCM range (import / local moulding). Supplier ref 511200,"D20 x H8.5 mm, M6 stud 16.5 mm; compression 40 daN at 1.5 mm; shear rating not published - compression use. Imported or moulded locally in India."
AT-RCM-SU-20x15-M6,"AT-RCM-SU cylindrical mount, stud one end",cylindrical rubber mount - male stud / plain face,SU,7.1,35.7,7.9,88,4,15,20,,,M6,"Natural rubber, galvanised steel plates",,-30,70,0.01,40169990,18,NOS,450,21,active,img/mounts/RCM-SU.svg,,AT-RCM range (import / local moulding). Supplier ref 511215,"D20 x H15 mm, M6 stud 16.5 mm; compression 35 daN at 4 mm; shear rating not published - compression use. Imported or moulded locally in India."
AT-RCM-SU-20x20-M6,"AT-RCM-SU cylindrical mount, stud one end",cylindrical rubber mount - male stud / plain face,SU,6.1,30.6,7.0,60,5,20,20,,,M6,"Natural rubber, galvanised steel plates",,-30,70,0.02,40169990,18,NOS,450,21,active,img/mounts/RCM-SU.svg,,AT-RCM range (import / local moulding). Supplier ref 511220,"D20 x H20 mm, M6 stud 16.5 mm; compression 30 daN at 5 mm; shear rating not published - compression use. Imported or moulded locally in India."
AT-RCM-SU-20x25-M6,"AT-RCM-SU cylindrical mount, stud one end",cylindrical rubber mount - male stud / plain face,SU,6.1,30.6,6.7,55,5.5,25,20,,,M6,"Natural rubber, galvanised steel plates",,-30,70,0.02,40169990,18,NOS,450,21,active,img/mounts/RCM-SU.svg,,AT-RCM range (import / local moulding). Supplier ref 511225,"D20 x H25 mm, M6 stud 16.5 mm; compression 30 daN at 5.5 mm; shear rating not published - compression use. Imported or moulded locally in India."
AT-RCM-SU-20x30-M6,"AT-RCM-SU cylindrical mount, stud one end",cylindrical rubber mount - male stud / plain face,SU,5.1,25.5,6.0,36,7,30,20,,,M6,"Natural rubber, galvanised steel plates",,-30,70,0.02,40169990,18,NOS,450,21,active,img/mounts/RCM-SU.svg,,AT-RCM range (import / local moulding). Supplier ref 511230,"D20 x H30 mm, M6 stud 16.5 mm; compression 25 daN at 7 mm; shear rating not published - compression use. Imported or moulded locally in India."
AT-RCM-SU-25.5x10-M6,"AT-RCM-SU cylindrical mount, stud one end",cylindrical rubber mount - male stud / plain face,SU,16.3,81.5,11.1,400,2,10,25.5,,,M6,"Natural rubber, galvanised steel plates",,-30,70,0.02,40169990,18,NOS,450,21,active,img/mounts/RCM-SU.svg,,AT-RCM range (import / local moulding). Supplier ref 511158,"D25.5 x H10 mm, M6 stud 18 mm; compression 80 daN at 2 mm; shear rating not published - compression use. Imported or moulded locally in India."
AT-RCM-SU-25.5x15-M6,"AT-RCM-SU cylindrical mount, stud one end",cylindrical rubber mount - male stud / plain face,SU,12.2,61.2,8.4,171,3.5,15,25.5,,,M6,"Natural rubber, galvanised steel plates",,-30,70,0.02,40169990,18,NOS,450,21,active,img/mounts/RCM-SU.svg,,AT-RCM range (import / local moulding). Supplier ref 511155,"D25.5 x H15 mm, M6 stud 18 mm; compression 60 daN at 3.5 mm; shear rating not published - compression use. Imported or moulded locally in India."
AT-RCM-SU-25.5x20-M6,"AT-RCM-SU cylindrical mount, stud one end",cylindrical rubber mount - male stud / plain face,SU,10.2,51,7.0,100,5,20,25.5,,,M6,"Natural rubber, galvanised steel plates",,-30,70,0.02,40169990,18,NOS,450,21,active,img/mounts/RCM-SU.svg,,AT-RCM range (import / local moulding). Supplier ref 511159,"D25.5 x H20 mm, M6 stud 18 mm; compression 50 daN at 5 mm; shear rating not published - compression use. Imported or moulded locally in India."
AT-RCM-SU-25.5x30-M6,"AT-RCM-SU cylindrical mount, stud one end",cylindrical rubber mount - male stud / plain face,SU,10.2,51,5.6,62,8,30,25.5,,,M6,"Natural rubber, galvanised steel plates",,-30,70,0.03,40169990,18,NOS,450,21,active,img/mounts/RCM-SU.svg,,AT-RCM range (import / local moulding). Supplier ref 511160,"D25.5 x H30 mm, M6 stud 18 mm; compression 50 daN at 8 mm; shear rating not published - compression use. Imported or moulded locally in India."
AT-RCM-SU-25.5x5-M8,"AT-RCM-SU cylindrical mount, stud one end",cylindrical rubber mount - male stud / plain face,SU,16.7,83.6,20.4,1367,0.6,5,25.5,,,M8,"Natural rubber, galvanised steel plates",,-30,70,0.02,40169990,18,NOS,450,21,active,img/mounts/RCM-SU.svg,,AT-RCM range (import / local moulding). Supplier ref 511265/50,"D25.5 x H5 mm, M8 stud 20 mm; compression 82 daN at 0.6 mm; shear rating not published - compression use. Imported or moulded locally in India."
AT-RCM-SU-25.5x10-M8,"AT-RCM-SU cylindrical mount, stud one end",cylindrical rubber mount - male stud / plain face,SU,16.3,81.5,11.1,400,2,10,25.5,,,M8,"Natural rubber, galvanised steel plates",,-30,70,0.02,40169990,18,NOS,450,21,active,img/mounts/RCM-SU.svg,,AT-RCM range (import / local moulding). Supplier ref 511265,"D25.5 x H10 mm, M8 stud 20 mm; compression 80 daN at 2 mm; shear rating not published - compression use. Imported or moulded locally in India."
AT-RCM-SU-25.5x15-M8,"AT-RCM-SU cylindrical mount, stud one end",cylindrical rubber mount - male stud / plain face,SU,12.2,61.2,8.4,171,3.5,15,25.5,,,M8,"Natural rubber, galvanised steel plates",,-30,70,0.03,40169990,18,NOS,450,21,active,img/mounts/RCM-SU.svg,,AT-RCM range (import / local moulding). Supplier ref 511270,"D25.5 x H15 mm, M8 stud 20 mm; compression 60 daN at 3.5 mm; shear rating not published - compression use. Imported or moulded locally in India."
