table,key,series,model,basis,file_price,file_source,estimate,margin_pct,list_inr,dealer_inr,lead_time_days,cavities,rubber_kg,rubber_cost,moulding,metal_kg,hardware,mould_cost,mould_amort,unit_cost,note
shock_absorbers,ED2.0X20,ED,ED 2.0 x 20,model,,,34832,25.0,43600,34900,42,,,,,,,,,,"stroke 500 mm, Fs 129750 N"
shock_absorbers,ED2.0X24,ED,ED 2.0 x 24,model,,,35928,25.0,45000,36000,42,,,,,,,,,,"stroke 600 mm, Fs 126667 N"
shock_absorbers,ED3.5X10,ED,ED 3.5 x 10,model,,,46027,25.0,57600,46100,42,,,,,,,,,,"stroke 250 mm, Fs 304000 N"
shock_absorbers,ED4.0X8,ED,ED 4.0 x 8,model,,,49530,25.0,62000,49600,42,,,,,,,,,,"stroke 200 mm, Fs 387500 N"
shock_absorbers,ED3.0X14,ED,ED 3.0 x 14,model,,,42595,25.0,53300,42700,42,,,,,,,,,,"stroke 350 mm, Fs 224643 N"
shock_absorbers,ED2.0X28,ED,ED 2.0 x 28,model,,,36962,25.0,46300,37100,42,,,,,,,,,,"stroke 700 mm, Fs 124643 N"
shock_absorbers,ED3.0X16,ED,ED 3.0 x 16,model,,,43498,25.0,54400,43600,42,,,,,,,,,,"stroke 400 mm, Fs 220000 N"
shock_absorbers,ED2.0X32,ED,ED 2.0 x 32,model,,,35830,25.0,46300,37100,42,,,,,,,,,,"stroke 800 mm, Fs 110469 N · raised to keep price rising with stroke"
shock_absorbers,ED3.5X12,ED,ED 3.5 x 12,model,,,47326,25.0,59200,47400,42,,,,,,,,,,"stroke 300 mm, Fs 295000 N"
shock_absorbers,ED4.0X10,ED,ED 4.0 x 10,model,,,52098,25.0,65200,52200,42,,,,,,,,,,"stroke 250 mm, Fs 385500 N"
shock_absorbers,ED3.0X18,ED,ED 3.0 x 18,model,,,44353,25.0,55500,44400,42,,,,,,,,,,"stroke 450 mm, Fs 216389 N"
shock_absorbers,ED3.0X20,ED,ED 3.0 x 20,model,,,45164,25.0,56500,45200,42,,,,,,,,,,"stroke 500 mm, Fs 213500 N"
shock_absorbers,ED3.5X16,ED,ED 3.5 x 16,model,,,49586,25.0,62000,49600,42,,,,,,,,,,"stroke 400 mm, Fs 282812 N"
shock_absorbers,ED4.0X12,ED,ED 4.0 x 12,model,,,54439,25.0,68100,54500,42,,,,,,,,,,"stroke 300 mm, Fs 385833 N"
shock_absorbers,ED3.0X24,ED,ED 3.0 x 24,model,,,46646,25.0,58400,46800,42,,,,,,,,,,"stroke 600 mm, Fs 208958 N"
shock_absorbers,ED2.0X36,ED,ED 2.0 x 36,model,,,41784,25.0,52300,41900,42,,,,,,,,,,"stroke 900 mm, Fs 140556 N"
shock_absorbers,ED2.0X40,ED,ED 2.0 x 40,model,,,40599,25.0,52300,41900,42,,,,,,,,,,"stroke 1000 mm, Fs 126750 N · raised to keep price rising with stroke"
shock_absorbers,ED2.0X48,ED,ED 2.0 x 48,model,,,41080,25.0,52300,41900,42,,,,,,,,,,"stroke 1200 mm, Fs 119271 N · raised to keep price rising with stroke"
shock_absorbers,ED3.0X28,ED,ED 3.0 x 28,model,,,48023,25.0,60100,48100,42,,,,,,,,,,"stroke 700 mm, Fs 205893 N"
shock_absorbers,ED3.5X20,ED,ED 3.5 x 20,model,,,53650,25.0,67100,53700,42,,,,,,,,,,"stroke 500 mm, Fs 297000 N"
shock_absorbers,ED4.0X16,ED,ED 4.0 x 16,model,,,58216,25.0,72800,58300,42,,,,,,,,,,"stroke 400 mm, Fs 384688 N"
shock_absorbers,ED2.0X56,ED,ED 2.0 x 56,model,,,41168,25.0,52300,41900,42,,,,,,,,,,"stroke 1400 mm, Fs 111607 N · raised to keep price rising with stroke"
shock_absorbers,ED3.0X32,ED,ED 3.0 x 32,model,,,49268,25.0,61600,49300,42,,,,,,,,,,"stroke 800 mm, Fs 203438 N"
shock_absorbers,ED3.5X24,ED,ED 3.5 x 24,model,,,55239,25.0,69100,55300,42,,,,,,,,,,"stroke 600 mm, Fs 288958 N"
shock_absorbers,ED3.0X36,ED,ED 3.0 x 36,model,,,50893,25.0,63700,51000,42,,,,,,,,,,"stroke 900 mm, Fs 205139 N"
shock_absorbers,ED4.0X20,ED,ED 4.0 x 20,model,,,61426,25.0,76800,61500,42,,,,,,,,,,"stroke 500 mm, Fs 385000 N"
shock_absorbers,ED3.5X28,ED,ED 3.5 x 28,model,,,56693,25.0,70900,56800,42,,,,,,,,,,"stroke 700 mm, Fs 283036 N"
shock_absorbers,ED3.0X40,ED,ED 3.0 x 40,model,,,51435,25.0,64300,51500,42,,,,,,,,,,"stroke 1000 mm, Fs 199500 N"
shock_absorbers,ED3.5X32,ED,ED 3.5 x 32,model,,,58064,25.0,72600,58100,42,,,,,,,,,,"stroke 800 mm, Fs 278750 N"
shock_absorbers,ED3.0X48,ED,ED 3.0 x 48,model,,,51967,25.0,65000,52000,42,,,,,,,,,,"stroke 1200 mm, Fs 187188 N"
shock_absorbers,ED4.0X24,ED,ED 4.0 x 24,model,,,64157,25.0,80200,64200,42,,,,,,,,,,"stroke 600 mm, Fs 385000 N"
shock_absorbers,ED3.0X56,ED,ED 3.0 x 56,model,,,52150,25.0,65200,52200,42,,,,,,,,,,"stroke 1400 mm, Fs 175625 N"
shock_absorbers,ED3.5X36,ED,ED 3.5 x 36,model,,,59346,25.0,74200,59400,42,,,,,,,,,,"stroke 900 mm, Fs 275417 N"
shock_absorbers,ED3.0X60,ED,ED 3.0 x 60,model,,,52495,25.0,65700,52600,42,,,,,,,,,,"stroke 1500 mm, Fs 172333 N"
shock_absorbers,ED4.0X28,ED,ED 4.0 x 28,model,,,66481,25.0,83200,66600,42,,,,,,,,,,"stroke 700 mm, Fs 384107 N"
shock_absorbers,ED3.5X40,ED,ED 3.5 x 40,model,,,60346,25.0,75500,60400,42,,,,,,,,,,"stroke 1000 mm, Fs 271000 N"
shock_absorbers,ED3.0X64,ED,ED 3.0 x 64,model,,,52676,25.0,65900,52800,42,,,,,,,,,,"stroke 1629 mm, Fs 167050 N"
shock_absorbers,ED3.0X72,ED,ED 3.0 x 72,model,,,53397,25.0,66800,53500,42,,,,,,,,,,"stroke 1830 mm, Fs 162568 N"
shock_absorbers,ED4.0X32,ED,ED 4.0 x 32,model,,,67853,25.0,84900,68000,42,,,,,,,,,,"stroke 800 mm, Fs 375781 N"
shock_absorbers,ED3.5X48,ED,ED 3.5 x 48,model,,,61371,25.0,76800,61500,42,,,,,,,,,,"stroke 1200 mm, Fs 257500 N"
shock_absorbers,ED4.0X36,ED,ED 4.0 x 36,model,,,69157,25.0,86500,69200,42,,,,,,,,,,"stroke 900 mm, Fs 369306 N"
shock_absorbers,ED3.5X56,ED,ED 3.5 x 56,model,,,61909,25.0,77400,62000,42,,,,,,,,,,"stroke 1400 mm, Fs 244018 N"
shock_absorbers,ED4.0X40,ED,ED 4.0 x 40,model,,,70220,25.0,87800,70300,42,,,,,,,,,,"stroke 1000 mm, Fs 362375 N"
shock_absorbers,ED4.0X48,ED,ED 4.0 x 48,model,,,71273,25.0,89100,71300,42,,,,,,,,,,"stroke 1200 mm, Fs 343021 N"
shock_absorbers,EI50X50,EI,EI 50 x 50,model,,,16373,25.0,20500,16400,42,,,,,,,,,,"stroke 50 mm, Fs 87500 N"
shock_absorbers,EI50X100,EI,EI 50 x 100,model,,,19173,25.0,24000,19200,42,,,,,,,,,,"stroke 100 mm, Fs 86250 N"
shock_absorbers,EI80X50,EI,EI 80 x 50,model,,,24869,25.0,31100,24900,42,,,,,,,,,,"stroke 50 mm, Fs 195000 N"
shock_absorbers,EI100X50,EI,EI 100 x 50,model,,,30450,25.0,38100,30500,42,,,,,,,,,,"stroke 50 mm, Fs 287500 N"
shock_absorbers,EI80X100,EI,EI 80 x 100,model,,,29342,25.0,36700,29400,42,,,,,,,,,,"stroke 100 mm, Fs 195000 N"
shock_absorbers,EI100X100,EI,EI 100 x 100,model,,,35927,25.0,45000,36000,42,,,,,,,,,,"stroke 100 mm, Fs 287500 N"
shock_absorbers,EI100X150,EI,EI 100 x 150,model,,,39577,25.0,49500,39600,42,,,,,,,,,,"stroke 150 mm, Fs 287500 N"
shock_absorbers,EI120X100,EI,EI 120 x 100,model,,,46038,25.0,57600,46100,42,,,,,,,,,,"stroke 100 mm, Fs 462500 N"
shock_absorbers,EI100X200,EI,EI 100 x 200,model,,,42389,25.0,53000,42400,42,,,,,,,,,,"stroke 200 mm, Fs 287500 N"
shock_absorbers,EI120X150,EI,EI 120 x 150,model,,,50476,25.0,63100,50500,42,,,,,,,,,,"stroke 150 mm, Fs 458333 N"
shock_absorbers,EI150X115,EI,EI 150 x 115,model,,,62169,25.0,77800,62300,42,,,,,,,,,,"stroke 115 mm, Fs 771739 N"
shock_absorbers,EI120X200,EI,EI 120 x 200,model,,,54318,25.0,67900,54400,42,,,,,,,,,,"stroke 200 mm, Fs 462500 N"
shock_absorbers,EI100X400,EI,EI 100 x 400,model,,,50013,25.0,62600,50100,42,,,,,,,,,,"stroke 400 mm, Fs 287500 N"
shock_absorbers,EI150X150,EI,EI 150 x 150,model,,,66756,25.0,83500,66800,42,,,,,,,,,,"stroke 150 mm, Fs 783333 N"
shock_absorbers,EI130X250,EI,EI 130 x 250,model,,,62080,25.0,77700,62200,42,,,,,,,,,,"stroke 250 mm, Fs 539500 N"
shock_absorbers,EI120X300,EI,EI 120 x 300,model,,,58987,25.0,73800,59100,42,,,,,,,,,,"stroke 300 mm, Fs 450000 N"
shock_absorbers,EI100X500,EI,EI 100 x 500,model,,,51073,25.0,63900,51200,42,,,,,,,,,,"stroke 500 mm, Fs 270250 N"
shock_absorbers,EI100X600,EI,EI 100 x 600,model,,,53189,25.0,66500,53200,42,,,,,,,,,,"stroke 600 mm, Fs 268750 N"
shock_absorbers,EI130X300,EI,EI 130 x 300,model,,,67032,25.0,83800,67100,42,,,,,,,,,,"stroke 300 mm, Fs 575000 N"
shock_absorbers,EI120X400,EI,EI 120 x 400,model,,,63178,25.0,79000,63200,42,,,,,,,,,,"stroke 400 mm, Fs 450000 N"
shock_absorbers,EI100X800,EI,EI 100 x 800,model,,,54140,25.0,67700,54200,42,,,,,,,,,,"stroke 800 mm, Fs 243750 N"
shock_absorbers,EI130X400,EI,EI 130 x 400,model,,,71795,25.0,89800,71900,42,,,,,,,,,,"stroke 400 mm, Fs 575000 N"
shock_absorbers,EI120X600,EI,EI 120 x 600,model,,,69596,25.0,87000,69600,42,,,,,,,,,,"stroke 600 mm, Fs 450000 N"
shock_absorbers,EI130X600,EI,EI 130 x 600,model,,,73847,25.0,92400,74000,42,,,,,,,,,,"stroke 600 mm, Fs 504167 N"
shock_absorbers,EI150X400,EI,EI 150 x 400,model,,,84767,25.0,106000,84800,42,,,,,,,,,,"stroke 400 mm, Fs 790625 N"
shock_absorbers,EI120X800,EI,EI 120 x 800,model,,,70527,25.0,88200,70600,42,,,,,,,,,,"stroke 800 mm, Fs 404688 N"
shock_absorbers,EI120X1000,EI,EI 120 x 1000,model,,,71362,25.0,89300,71500,42,,,,,,,,,,"stroke 1000 mm, Fs 373750 N"
shock_absorbers,EI130X800,EI,EI 130 x 800,model,,,77589,25.0,97000,77600,42,,,,,,,,,,"stroke 800 mm, Fs 485938 N"
shock_absorbers,EI150X500,EI,EI 150 x 500,model,,,89366,25.0,111800,89500,42,,,,,,,,,,"stroke 500 mm, Fs 790000 N"
shock_absorbers,EI150X600,EI,EI 150 x 600,model,,,93443,25.0,116900,93600,42,,,,,,,,,,"stroke 600 mm, Fs 791667 N"
shock_absorbers,EI150X800,EI,EI 150 x 800,model,,,100937,25.0,126200,101000,42,,,,,,,,,,"stroke 800 mm, Fs 804688 N"
shock_absorbers,EI150X1000,EI,EI 150 x 1000,model,,,101454,25.0,126900,101600,42,,,,,,,,,,"stroke 1000 mm, Fs 733750 N"
shock_absorbers,JHQC1,JHQC,JHQ-C-1,file,739.2,pu_pricelist:inr,822,0.0,750,600,21,,,,,,,,,,"stroke 60 mm, Fs 27954 N"
shock_absorbers,JHQC2,JHQC,JHQ-C-2,file,802.56,pu_pricelist:inr,1000,0.0,850,700,21,,,,,,,,,,"stroke 60 mm, Fs 41929 N"
shock_absorbers,JHQC3,JHQC,JHQ-C-3,file,887.0400000000002,pu_pricelist:inr,1065,0.0,900,750,21,,,,,,,,,,"stroke 75 mm, Fs 42096 N"
shock_absorbers,JHQC4,JHQC,JHQ-C-4,file,950.4,pu_pricelist:inr,1245,0.0,1000,800,21,,,,,,,,,,"stroke 60 mm, Fs 65828 N"
shock_absorbers,JHQC5,JHQC,JHQ-C-5,file,992.6400000000002,pu_pricelist:inr,1323,0.0,1000,800,21,,,,,,,,,,"stroke 75 mm, Fs 65828 N"
shock_absorbers,JHQC6,JHQC,JHQ-C-6,file,1056,pu_pricelist:inr,1408,0.0,1100,900,21,,,,,,,,,,"stroke 94 mm, Fs 65984 N"
shock_absorbers,JHQC7,JHQC,JHQ-C-7,file,1161.6,pu_pricelist:inr,1643,0.0,1200,1000,21,,,,,,,,,,"stroke 75 mm, Fs 102893 N"
shock_absorbers,JHQC8,JHQC,JHQ-C-8,file,1267.2,pu_pricelist:inr,1749,0.0,1300,1050,21,,,,,,,,,,"stroke 94 mm, Fs 103218 N"
shock_absorbers,JHQC9,JHQC,JHQ-C-9,file,1372.8000000000002,pu_pricelist:inr,1865,0.0,1400,1150,21,,,,,,,,,,"stroke 120 mm, Fs 102725 N"
shock_absorbers,JHQC10,JHQC,JHQ-C-10,file,3500,product_list:b2b,2223,0.0,3500,2800,21,,,,,,,,,,"stroke 94 mm, Fs 169135 N"
shock_absorbers,JHQC11,JHQC,JHQ-C-11,file,2027.52,pu_pricelist:inr,2375,0.0,2050,1650,21,,,,,,,,,,"stroke 120 mm, Fs 169102 N"
shock_absorbers,JHQC12,JHQC,JHQ-C-12,file,2280.9600000000005,pu_pricelist:inr,2519,0.0,2300,1850,21,,,,,,,,,,"stroke 150 mm, Fs 168512 N"
shock_absorbers,JHQC13,JHQC,JHQ-C-13,file,2724.4800000000005,pu_pricelist:inr,2953,0.0,2750,2200,21,,,,,,,,,,"stroke 120 mm, Fs 264979 N"
shock_absorbers,JHQC14,JHQC,JHQ-C-14,file,3379.2000000000003,pu_pricelist:inr,3137,0.0,3400,2750,21,,,,,,,,,,"stroke 150 mm, Fs 264979 N"
shock_absorbers,JHQC15,JHQC,JHQ-C-15,file,3886.08,pu_pricelist:inr,3331,0.0,3900,3150,21,,,,,,,,,,"stroke 188 mm, Fs 264274 N"
shock_absorbers,JHQC16,JHQC,JHQ-C-16,file,6547.200000000001,pu_pricelist:inr,3894,0.0,6550,5250,21,,,,,,,,,,"stroke 150 mm, Fs 413924 N"
shock_absorbers,JHQC17,JHQC,JHQ-C-17,file,12500,product_list:b2b,4136,0.0,12500,10000,21,,,,,,,,,,"stroke 188 mm, Fs 412941 N"
shock_absorbers,JHQC18,JHQC,JHQ-C-18,file,12500,product_list:market,4425,0.0,12500,10000,21,,,,,,,,,,"stroke 240 mm, Fs 414030 N"
shock_absorbers,JHQC19,JHQC,JHQ-C-19,file,10876.8,pu_pricelist:inr,5254,0.0,10900,8750,21,,,,,,,,,,"stroke 188 mm, Fs 676542 N"
shock_absorbers,JHQC20,JHQC,JHQ-C-20,file,15523.2,pu_pricelist:inr,5606,0.0,15600,12500,21,,,,,,,,,,"stroke 240 mm, Fs 674319 N"
shock_absorbers,JHQC21,JHQC,JHQ-C-21,file,17698.56,pu_pricelist:inr,5955,0.0,17700,14200,21,,,,,,,,,,"stroke 300 mm, Fs 674088 N"
shock_absorbers,JHQC22,JHQC,JHQ-C-22,file,24921.6,pu_pricelist:inr,6150,0.0,25000,20000,21,,,,,,,,,,"stroke 337 mm, Fs 675028 N"
shock_absorbers,JHQC24,JHQC,JHQ-C-24,file,28000,pu_pricelist:inr,6840,0.0,28000,22400,21,,,,,,,,,,"stroke 225 mm, Fs 1.05381e+06 N"
shock_absorbers,JHQC23,JHQC,JHQ-C-23,file,25600,pu_pricelist:inr,7635,0.0,25600,20500,21,,,,,,,,,,"stroke 337 mm, Fs 1.05444e+06 N"
shock_absorbers,SB1204A,SB,SB-1204A,file,2800,product_list:market,3457,0.0,2800,2250,28,,,,,,,,,,"stroke 55 mm, Fs 5091 N"
shock_absorbers,SB1204B,SB,SB-1204B,file,3800,spring_pricelist,5317,0.0,3800,3050,28,,,,,,,,,,"stroke 75 mm, Fs 10400 N"
shock_absorbers,SB1204C,SB,SB-1204C,file,4800,product_list:market,10210,0.0,4800,3850,28,,,,,,,,,,"stroke 100 mm, Fs 34000 N"
shock_absorbers,SB1204D,SB,SB-1204D,file,7650,product_list:b2b,11851,0.0,7650,6150,28,,,,,,,,,,"stroke 125 mm, Fs 40800 N"
shock_absorbers,SB1204E,SB,SB-1204E,file,15500,spring_pricelist,14350,0.0,15500,12400,28,,,,,,,,,,"stroke 150 mm, Fs 54667 N"
shock_absorbers,SB1204F,SB,SB-1204F,file,16500,spring_pricelist,16881,0.0,16500,13200,28,,,,,,,,,,"stroke 110 mm, Fs 90909 N"
shock_absorbers,SB1204G,SB,SB-1204G,file,15800,product_list:market,15800,0.0,15800,12700,28,,,,,,,,,,"stroke 150 mm, Fs 66667 N"
shock_absorbers,SB1220A,SB,SB-1220-A,file,22000,product_list:market,19760,0.0,22000,17600,28,,,,,,,,,,"stroke 170 mm, Fs 83647 N"
shock_absorbers,SB1220C,SB,SB-1220-C,file,22000,product_list:b2b,20279,0.0,22000,17600,28,,,,,,,,,,"stroke 170 mm, Fs 88235 N"
shock_absorbers,SB1220E,SB,SB-1220-E,file,22000,product_list:b2b,20574,0.0,22000,17600,28,,,,,,,,,,"stroke 200 mm, Fs 83000 N"
shock_absorbers,SB1220L,SB,SB-1220-L,file,21800,product_list:b2b,20574,0.0,21800,17500,28,,,,,,,,,,"stroke 200 mm, Fs 83000 N"
shock_absorbers,SB1220D,SB,SB-1220-D,file,23000,spring_pricelist,21854,0.0,23000,18400,28,,,,,,,,,,"stroke 200 mm, Fs 94000 N"
shock_absorbers,SB1220B,SB,SB-1220-B,file,23200,product_list:b2b,21885,0.0,23200,18600,28,,,,,,,,,,"stroke 250 mm, Fs 83200 N"
shock_absorbers,SB1220K,SB,SB-1220-K,file,19800,product_list:b2b,24745,0.0,19800,15900,28,,,,,,,,,,"stroke 150 mm, Fs 142667 N"
shock_absorbers,SB1220H,SB,SB-1220-H,file,24000,product_list:market,23926,0.0,24000,19200,28,,,,,,,,,,"stroke 250 mm, Fs 100000 N"
shock_absorbers,SB1220M,SB,SB-1220-M,file,22800,product_list:b2b,25093,0.0,22800,18300,28,,,,,,,,,,"stroke 200 mm, Fs 125000 N"
shock_absorbers,SB1220P,SB,SB-1220-P,file,21800,product_list:b2b,26682,0.0,21800,17500,28,,,,,,,,,,"stroke 150 mm, Fs 166667 N"
shock_absorbers,SB1220G,SB,SB-1220-G,file,25200,product_list:b2b,25278,0.0,25200,20200,28,,,,,,,,,,"stroke 250 mm, Fs 112000 N"
shock_absorbers,SB1220N,SB,SB-1220-N,file,21800,product_list:b2b,28190,0.0,21800,17500,28,,,,,,,,,,"stroke 150 mm, Fs 186667 N"
shock_absorbers,SB1220F,SB,SB-1220-F,file,26500,product_list:b2b,27205,0.0,26500,21200,28,,,,,,,,,,"stroke 240 mm, Fs 133333 N"
shock_absorbers,SB1220J,SB,SB-1220-J,file,28000,product_list:b2b,35082,0.0,28000,22400,28,,,,,,,,,,"stroke 260 mm, Fs 215385 N"
shock_absorbers,YSR88,YSRA,YSR-8-8,model,,,1205,25.0,1550,1250,35,,,,,,,,,,"stroke 10 mm, Fs 625 N"
shock_absorbers,YSR1212,YSRA,YSR-12-12,file,1800,product_list:market,1800,0.0,1800,1450,35,,,,,,,,,,"stroke 13 mm, Fs 962 N"
shock_absorbers,YSR1620,YSRA,YSR-16-20,file,2800,product_list:b2b,2800,0.0,2800,2250,35,,,,,,,,,,"stroke 20 mm, Fs 3125 N"
shock_absorbers,YSR2025,YSRA,YSR-20-25,file,3800,product_list:market,3800,0.0,3800,3050,35,,,,,,,,,,"stroke 25 mm, Fs 4000 N"
shock_absorbers,ACX3350,ACX,ACX-33-50,model,,,5461,25.0,6850,5500,21,,,,,,,,,,"stroke 48.5 mm, Fs 9021 N"
shock_absorbers,ACX3650,ACX,ACX-36-50,model,,,5461,25.0,6850,5500,21,,,,,,,,,,"stroke 48.5 mm, Fs 9021 N"
shock_absorbers,AKHG85300,AKHG,AKHG 85-300,file,31700,product_list:market,31726,0.0,31700,25400,42,,,,,,,,,,"stroke 300 mm, Fs 200000 N"
shock_absorbers,AKHG85400,AKHG,AKHG 85-400,file,33000,product_list:market,33980,0.0,33000,26400,42,,,,,,,,,,"stroke 400 mm, Fs 200000 N"
shock_absorbers,AKHG85500,AKHG,AKHG 85-500,file,34500,akhg_pricelist,35838,0.0,34500,27600,42,,,,,,,,,,"stroke 500 mm, Fs 200000 N"
shock_absorbers,AKHG130100,AKHG,AKHG 130-100,file,57500,product_list:market,55522,0.0,57500,46000,42,,,,,,,,,,"stroke 100 mm, Fs 600000 N"
shock_absorbers,AKHG130150,AKHG,AKHG 130-150,file,57400,akhg_pricelist,61162,0.0,57400,46000,42,,,,,,,,,,"stroke 150 mm, Fs 600000 N"
shock_absorbers,AKHG130200,AKHG,AKHG 130-200,file,61600,akhg_pricelist,65508,0.0,61600,49300,42,,,,,,,,,,"stroke 200 mm, Fs 600000 N"
shock_absorbers,AKHG1301000,AKHG,AKHG 130-1000,file,105200,product_list:b2b,84559,0.0,105200,84200,42,,,,,,,,,,"stroke 1000 mm, Fs 468750 N"
shock_absorbers,AC2015,AC,AC-20-15,file,2200,product_list:market,2698,0.0,2200,1800,21,,,,,,,,,,"stroke 15 mm, Fs 1562 N"
shock_absorbers,AD2015,AD,AD 20-15,file,2900,product_list:market,3115,0.0,2900,2350,28,,,,,,,,,,"stroke 15 mm, Fs 1562 N"
shock_absorbers,AC2725,AC,AC-27-25,file,4700,product_list:market,4700,0.0,4700,3800,21,,,,,,,,,,"stroke 25 mm, Fs 4250 N"
shock_absorbers,AD2725,AD,AD 27-25,file,5200,product_list:market,5200,0.0,5200,4200,28,,,,,,,,,,"stroke 25 mm, Fs 4250 N"
shock_absorbers,AD4550,AD,AD 45-50,file,22500,product_list:market,22500,0.0,22500,18000,21,,,,,,,,,,"stroke 50 mm, Fs 18500 N"
wire_rope_isolators,AWRI-16-10,AWRI-16,AWRI-16-10,file,1800,product list / AWRI selector,1479,0.0,1800,1450,21,,,,,,,,,,18x25 mm
wire_rope_isolators,AWRI-16-20,AWRI-16,AWRI-16-20,file,1850,product list / AWRI selector,1530,0.0,1850,1500,21,,,,,,,,,,20x28 mm
wire_rope_isolators,AWRI-16-40,AWRI-16,AWRI-16-40,file,2000,product list / AWRI selector,1602,0.0,2000,1600,21,,,,,,,,,,25x30 mm
wire_rope_isolators,AWRI-16-60,AWRI-16,AWRI-16-60,file,2050,product list / AWRI selector,1655,0.0,2050,1650,21,,,,,,,,,,28x33 mm
wire_rope_isolators,AWRI-16-80,AWRI-16,AWRI-16-80,file,2100,product list / AWRI selector,1696,0.0,2100,1700,21,,,,,,,,,,30x36 mm
wire_rope_isolators,AWRI-16-71,AWRI-16,AWRI-16-71,file,2150,product list / AWRI selector,1736,0.0,2150,1750,21,,,,,,,,,,33x38 mm
wire_rope_isolators,AWRI-24-10,AWRI-24,AWRI-24-10,file,2150,product list / AWRI selector,2186,0.0,2150,1750,21,,,,,,,,,,23x28 mm
wire_rope_isolators,AWRI-24-20,AWRI-24,AWRI-24-20,file,2300,product list / AWRI selector,2239,0.0,2300,1850,21,,,,,,,,,,25x30 mm
wire_rope_isolators,AWRI-24-40,AWRI-24,AWRI-24-40,file,2400,product list / AWRI selector,2313,0.0,2400,1950,21,,,,,,,,,,28x33 mm
wire_rope_isolators,AWRI-24-60,AWRI-24,AWRI-24-60,file,2500,product list / AWRI selector,2426,0.0,2500,2000,21,,,,,,,,,,33x38 mm
wire_rope_isolators,AWRI-24-70,AWRI-24,AWRI-24-70,file,2650,product list / AWRI selector,2489,0.0,2650,2150,21,,,,,,,,,,36x41 mm
wire_rope_isolators,AWRI-24-80,AWRI-24,AWRI-24-80,file,2750,product list / AWRI selector,2529,0.0,2750,2200,21,,,,,,,,,,38x43 mm
wire_rope_isolators,AWRI-32-10,AWRI-32,AWRI-32-10,file,2900,product list / AWRI selector,2973,0.0,2900,2350,21,,,,,,,,,,28x36 mm
wire_rope_isolators,AWRI-32-20,AWRI-32,AWRI-32-20,file,3000,product list / AWRI selector,3031,0.0,3000,2400,21,,,,,,,,,,30x38 mm
wire_rope_isolators,AWRI-32-40,AWRI-32,AWRI-32-40,file,3100,product list / AWRI selector,3114,0.0,3100,2500,21,,,,,,,,,,33x41 mm
wire_rope_isolators,AWRI-32-50,AWRI-32,AWRI-32-50,file,3250,product list / AWRI selector,3180,0.0,3250,2600,21,,,,,,,,,,36x43 mm
wire_rope_isolators,AWRI-32-60,AWRI-32,AWRI-32-60,file,3350,product list / AWRI selector,3241,0.0,3350,2700,21,,,,,,,,,,38x46 mm
wire_rope_isolators,AWRI-32-70,AWRI-32,AWRI-32-70,file,3500,product list / AWRI selector,3302,0.0,3500,2800,21,,,,,,,,,,41x48 mm
wire_rope_isolators,AWRI-32-80,AWRI-32,AWRI-32-80,file,3600,product list / AWRI selector,3358,0.0,3600,2900,21,,,,,,,,,,43x51 mm
wire_rope_isolators,AWRI-40-20,AWRI-40,AWRI-40-20,file,3700,product list / AWRI selector,3688,0.0,3700,3000,21,,,,,,,,,,30x41 mm
wire_rope_isolators,AWRI-40-40,AWRI-40,AWRI-40-40,file,3850,product list / AWRI selector,3771,0.0,3850,3100,21,,,,,,,,,,33x43 mm
wire_rope_isolators,AWRI-40-60,AWRI-40,AWRI-40-60,file,3950,product list / AWRI selector,3923,0.0,3950,3200,21,,,,,,,,,,38x48 mm
wire_rope_isolators,AWRI-40-80,AWRI-40,AWRI-40-80,file,4100,product list / AWRI selector,4105,0.0,4100,3300,21,,,,,,,,,,46x53 mm
wire_rope_isolators,AWRI-40-90,AWRI-40,AWRI-40-90,file,4200,product list / AWRI selector,4323,0.0,4200,3400,21,,,,,,,,,,53x64 mm
wire_rope_isolators,AWRI-48-20,AWRI-48,AWRI-48-20,file,3600,product list / AWRI selector,4200,0.0,3600,2900,21,,,,,,,,,,30x36 mm
wire_rope_isolators,AWRI-48-30,AWRI-48,AWRI-48-30,file,3700,product list / AWRI selector,4300,0.0,3700,3000,21,,,,,,,,,,33x38 mm
wire_rope_isolators,AWRI-48-40,AWRI-48,AWRI-48-40,file,5400,product list / AWRI selector,4411,0.0,5400,4350,21,,,,,,,,,,36x41 mm
wire_rope_isolators,AWRI-48-50,AWRI-48,AWRI-48-50,file,3900,product list / AWRI selector,4482,0.0,3900,3150,21,,,,,,,,,,38x43 mm
wire_rope_isolators,AWRI-48-60,AWRI-48,AWRI-48-60,file,4000,product list / AWRI selector,4584,0.0,4000,3200,21,,,,,,,,,,41x46 mm
wire_rope_isolators,AWRI-48-70,AWRI-48,AWRI-48-70,file,4100,product list / AWRI selector,4649,0.0,4100,3300,21,,,,,,,,,,43x48 mm
wire_rope_isolators,AWRI-48-80,AWRI-48,AWRI-48-80,file,4200,product list / AWRI selector,4918,0.0,4200,3400,21,,,,,,,,,,51x58 mm
wire_rope_isolators,AWRI-48-85,AWRI-48,AWRI-48-85,file,4300,product list / AWRI selector,5166,0.0,4300,3450,21,,,,,,,,,,54x75 mm
wire_rope_isolators,AWRI-48-90,AWRI-48,AWRI-48-90,file,4400,product list / AWRI selector,5413,0.0,4400,3550,21,,,,,,,,,,62x88 mm
