source,family,model,type,wire_dia_mm,loop_count,length_mm,width_mm,height_mm,mount_hole_dia_mm,weight_kg,static_load_min_n,static_load_max_n,vertical_stiffness_n_mm,shear_stiffness_n_mm,roll_stiffness_n_mm,shock_load_max_n,max_deflection_mm,natural_freq_hz,notes
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTW wire rope isolator,OVTW127-26-06,wire rope helical,12.7,6,177.8,92,76,9.0,1.36,,3830,1002,309,567,,32,,cat p.26-27; Ks_comp=493; 45deg comp/roll: Fmax=2709 N dmax=44.7 mm Kv=567 Ks=248; shear/roll: Fmax=2086 N dmax=33 mm Kv=309 Ks=244; bar 25.4x19.6 mm; 8 holes; hole positions 44.5/111.1/155.6; thread M8X1.25; max insert torque 20 Nm
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTW wire rope isolator,OVTW127-36-06,wire rope helical,12.7,6,177.8,102,83,9.0,1.43,,3208,743,218,417,,38.1,,cat p.26-27; Ks_comp=349; 45deg comp/roll: Fmax=2274 N dmax=52.8 mm Kv=417 Ks=176; shear/roll: Fmax=1712 N dmax=40.1 mm Kv=218 Ks=220; bar 25.4x19.6 mm; 8 holes; hole positions 44.5/111.1/155.6; thread M8X1.25; max insert torque 20 Nm
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTW wire rope isolator,OVTW127-46-06,wire rope helical,12.7,6,177.8,105,89,9.0,1.5,,3020,645,182,368,,43.2,,cat p.26-27; Ks_comp=291; 45deg comp/roll: Fmax=2149 N dmax=61 mm Kv=368 Ks=147; shear/roll: Fmax=1588 N dmax=45.2 mm Kv=182 Ks=184; bar 25.4x19.6 mm; 8 holes; hole positions 44.5/111.1/155.6; thread M8X1.25; max insert torque 20 Nm
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTW wire rope isolator,OVTW127-66-06,wire rope helical,12.7,6,177.8,121,95,9.0,1.67,,2430,480,127,272,,48.8,,cat p.26-27; Ks_comp=206; 45deg comp/roll: Fmax=1712 N dmax=68.6 mm Kv=272 Ks=105; shear/roll: Fmax=1277 N dmax=50.8 mm Kv=127 Ks=130; bar 25.4x19.6 mm; 8 holes; hole positions 44.5/111.1/155.6; thread M8X1.25; max insert torque 20 Nm
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTW wire rope isolator,OVTW127-76-06,wire rope helical,12.7,6,177.8,133,108,9.0,1.81,,2055,358,84,202,,59.9,,cat p.26-27; Ks_comp=144; 45deg comp/roll: Fmax=1463 N dmax=84.8 mm Kv=202 Ks=72; shear/roll: Fmax=841 N dmax=56.9 mm Kv=84 Ks=84; bar 25.4x19.6 mm; 8 holes; hole positions 44.5/111.1/155.6; thread M8X1.25; max insert torque 20 Nm
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTW wire rope isolator,OVTW127-86-06,wire rope helical,12.7,6,177.8,144,124,9.0,2.02,,1806,274,64,154,,74.7,,cat p.26-27; Ks_comp=101; 45deg comp/roll: Fmax=1277 N dmax=105.7 mm Kv=154 Ks=53; shear/roll: Fmax=623 N dmax=77.7 mm Kv=64 Ks=65; bar 25.4x19.6 mm; 8 holes; hole positions 44.5/111.1/155.6; thread M8X1.25; max insert torque 20 Nm
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTW wire rope isolator,OVTW127-89-06,wire rope helical,12.7,6,177.8,156,137,9.0,2.18,,1588,216,46,123,,85.9,,cat p.26-27; Ks_comp=76; 45deg comp/roll: Fmax=1121 N dmax=121.9 mm Kv=123 Ks=40; shear/roll: Fmax=468 N dmax=90.9 mm Kv=46 Ks=48; bar 25.4x19.6 mm; 8 holes; hole positions 44.5/111.1/155.6; thread M8X1.25; max insert torque 20 Nm
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTW wire rope isolator,OVTW127-96-06,wire rope helical,12.7,6,177.8,180,155,9.0,2.31,,1277,155,32,87,,102.6,,cat p.26-27; Ks_comp=52; 45deg comp/roll: Fmax=872 N dmax=144.8 mm Kv=87 Ks=28; shear/roll: Fmax=311 N dmax=107.7 mm Kv=32 Ks=33; bar 25.4x19.6 mm; 8 holes; hole positions 44.5/111.1/155.6; thread M8X1.25; max insert torque 20 Nm
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTW wire rope isolator,OVTW127-20-08,wire rope helical,12.7,8,215.9,92,76,9,1.81,,5107,1336,412,755,,32,,"cat p.28-29; Ks_comp=660; 45deg comp/roll: Fmax=3612 N dmax=44.7 mm Kv=755 Ks=330; shear/roll: Fmax=4110 N dmax=33 mm Kv=412 Ks=323; bar 25.4x19.6 mm; 8 holes; hole positions 44.5/111.1/155.6 as printed (same as 6-loop drawing, suspect copy); thread M8X1.25; max insert torque 20 Nm"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTW wire rope isolator,OVTW127-30-08,wire rope helical,12.7,8,215.9,102,83,9,1.91,,4266,991,290,557,,38.1,,"cat p.28-29; Ks_comp=466; 45deg comp/roll: Fmax=3020 N dmax=52.8 mm Kv=557 Ks=235; shear/roll: Fmax=2398 N dmax=40.1 mm Kv=290 Ks=290; bar 25.4x19.6 mm; 8 holes; hole positions 44.5/111.1/155.6 as printed (same as 6-loop drawing, suspect copy); thread M8X1.25; max insert torque 20 Nm"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTW wire rope isolator,OVTW127-40-08,wire rope helical,12.7,8,215.9,105,89,9,2,,4017,858,242,489,,43.2,,"cat p.28-29; Ks_comp=389; 45deg comp/roll: Fmax=2864 N dmax=61 mm Kv=489 Ks=193; shear/roll: Fmax=2180 N dmax=45.2 mm Kv=242 Ks=190; bar 25.4x19.6 mm; 8 holes; hole positions 44.5/111.1/155.6 as printed (same as 6-loop drawing, suspect copy); thread M8X1.25; max insert torque 20 Nm"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTW wire rope isolator,OVTW127-60-08,wire rope helical,12.7,8,215.9,121,95,9,2.22,,3238,640,169,363,,48.8,,"cat p.28-29; Ks_comp=274; 45deg comp/roll: Fmax=2274 N dmax=68.6 mm Kv=363 Ks=137; shear/roll: Fmax=1681 N dmax=50.8 mm Kv=169 Ks=133; bar 25.4x19.6 mm; 8 holes; hole positions 44.5/111.1/155.6 as printed (same as 6-loop drawing, suspect copy); thread M8X1.25; max insert torque 20 Nm"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTW wire rope isolator,OVTW127-70-08,wire rope helical,12.7,8,215.9,133,108,9,2.4,,2440,476,113,270,,59.9,,"cat p.28-29; Ks_comp=192; 45deg comp/roll: Fmax=1961 N dmax=84.8 mm Kv=270 Ks=95; shear/roll: Fmax=1121 N dmax=56.9 mm Kv=113 Ks=89; bar 25.4x19.6 mm; 8 holes; hole positions 44.5/111.1/155.6 as printed (same as 6-loop drawing, suspect copy); thread M8X1.25; max insert torque 20 Nm"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTW wire rope isolator,OVTW127-80-08,wire rope helical,12.7,8,215.9,144,124,9,2.7,,2430,365,84,206,,74.7,,"cat p.28-29; Ks_comp=135; 45deg comp/roll: Fmax=1712 N dmax=105.7 mm Kv=206 Ks=69; shear/roll: Fmax=841 N dmax=77.7 mm Kv=84 Ks=66; bar 25.4x19.6 mm; 8 holes; hole positions 44.5/111.1/155.6 as printed (same as 6-loop drawing, suspect copy); thread M8X1.25; max insert torque 20 Nm"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTW wire rope isolator,OVTW127-85-08,wire rope helical,12.7,8,215.9,156,137,9,2.9,,2117,290,64,164,,85.9,,"cat p.28-29; Ks_comp=104; 45deg comp/roll: Fmax=1495 N dmax=121.9 mm Kv=164 Ks=52; shear/roll: Fmax=623 N dmax=90.9 mm Kv=64 Ks=51; bar 25.4x19.6 mm; 8 holes; hole positions 44.5/111.1/155.6 as printed (same as 6-loop drawing, suspect copy); thread M8X1.25; max insert torque 20 Nm"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTW wire rope isolator,OVTW127-90-08,wire rope helical,12.7,8,215.9,180,155,9,3.09,,1681,207,42,116,,102.6,,"cat p.28-29; Ks_comp=69; 45deg comp/roll: Fmax=1152 N dmax=144.8 mm Kv=116 Ks=35; shear/roll: Fmax=407 N dmax=107.7 mm Kv=42 Ks=33; bar 25.4x19.6 mm; 8 holes; hole positions 44.5/111.1/155.6 as printed (same as 6-loop drawing, suspect copy); thread M8X1.25; max insert torque 20 Nm"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTW wire rope isolator,OVTW159-20-08,wire rope helical,15.9,8,266.7,102,89,11.0,3,,9030,2346,734,1331,,31.8,,cat p.30-31; Ks_comp=1189; 45deg comp/roll: Fmax=6352 N dmax=45.7 mm Kv=1331 Ks=587; shear/roll: Fmax=4920 N dmax=34.3 mm Kv=734 Ks=577; bar 25.4x27.6 mm; 8 holes; hole positions 54.6/136.5/191.1; thread M10X1.25; max insert torque 50 Nm
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTW wire rope isolator,OVTW159-30-08,wire rope helical,15.9,8,266.7,112,99,11.0,3.2,,7660,1763,525,1037,,38.1,,cat p.30-31; Ks_comp=853; 45deg comp/roll: Fmax=5573 N dmax=54.6 mm Kv=1037 Ks=427; shear/roll: Fmax=4235 N dmax=40.6 mm Kv=525 Ks=413; bar 25.4x27.6 mm; 8 holes; hole positions 54.6/136.5/191.1; thread M10X1.25; max insert torque 50 Nm
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTW wire rope isolator,OVTW159-40-08,wire rope helical,15.9,8,266.7,121,102,11.0,3.4,,7100,1547,431,878,,41.9,,cat p.30-31; Ks_comp=706; 45deg comp/roll: Fmax=5013 N dmax=59.7 mm Kv=878 Ks=350; shear/roll: Fmax=3674 N dmax=43.2 mm Kv=431 Ks=339; bar 25.4x27.6 mm; 8 holes; hole positions 54.6/136.5/191.1; thread M10X1.25; max insert torque 50 Nm
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTW wire rope isolator,OVTW159-60-08,wire rope helical,15.9,8,266.7,135,109,11.0,3.7,,5886,1150,301,655,,49.5,,cat p.30-31; Ks_comp=498; 45deg comp/roll: Fmax=4172 N dmax=71.1 mm Kv=655 Ks=248; shear/roll: Fmax=2989 N dmax=52.1 mm Kv=301 Ks=237; bar 25.4x27.6 mm; 8 holes; hole positions 54.6/136.5/191.1; thread M10X1.25; max insert torque 50 Nm
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTW wire rope isolator,OVTW159-70-08,wire rope helical,15.9,8,266.7,152,119,11.0,4,,4920,862,213,490,,58.4,,cat p.30-31; Ks_comp=353; 45deg comp/roll: Fmax=3487 N dmax=83.8 mm Kv=490 Ks=174; shear/roll: Fmax=2117 N dmax=61 mm Kv=213 Ks=167; bar 25.4x27.6 mm; 8 holes; hole positions 54.6/136.5/191.1; thread M10X1.25; max insert torque 50 Nm
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTW wire rope isolator,OVTW159-80-08,wire rope helical,15.9,8,266.7,165,127,11.0,4.31,,4452,715,172,399,,67.3,,cat p.30-31; Ks_comp=274; 45deg comp/roll: Fmax=3144 N dmax=94 mm Kv=399 Ks=137; shear/roll: Fmax=1712 N dmax=69.9 mm Kv=172 Ks=136; bar 25.4x27.6 mm; 8 holes; hole positions 54.6/136.5/191.1; thread M10X1.25; max insert torque 50 Nm
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTW wire rope isolator,OVTW159-90-08,wire rope helical,15.9,8,266.7,178,135,11.0,4.63,,3923,598,137,333,,73.7,,cat p.30-31; Ks_comp=223; 45deg comp/roll: Fmax=2771 N dmax=101.6 mm Kv=333 Ks=113; shear/roll: Fmax=1370 N dmax=76.2 mm Kv=137 Ks=108; bar 25.4x27.6 mm; 8 holes; hole positions 54.6/136.5/191.1; thread M10X1.25; max insert torque 50 Nm
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTW wire rope isolator,OVTW222-20-08,wire rope helical,22.2,8,368.3,140,133,13.5,8.4,,17200,3307,865,1887,,50.8,,"cat p.32-33; Ks_comp=1414; 45deg comp/roll: Fmax=12210 N dmax=72.4 mm Kv=1887 Ks=704; shear/roll: Fmax=8600 N dmax=53.3 mm Kv=865 Ks=680; loads printed in kN, converted x1000; bar 38.1x40 mm; 8 holes; hole positions 76.2/190.5/266.7; thread M12X1.75; max insert torque 100 Nm"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTW wire rope isolator,OVTW222-40-08,wire rope helical,22.2,8,368.3,165,152,13.5,9.53,,13200,2118,498,1204,,67.3,,"cat p.32-33; Ks_comp=819; 45deg comp/roll: Fmax=9340 N dmax=96.5 mm Kv=1204 Ks=405; shear/roll: Fmax=4960 N dmax=71.1 mm Kv=498 Ks=392; loads printed in kN, converted x1000; bar 38.1x40 mm; 8 holes; hole positions 76.2/190.5/266.7; thread M12X1.75; max insert torque 100 Nm"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTW wire rope isolator,OVTW222-60-08,wire rope helical,22.2,8,368.3,178,159,13.5,9.9,,11830,1778,407,1005,,74.9,,"cat p.32-33; Ks_comp=657; 45deg comp/roll: Fmax=8410 N dmax=105.4 mm Kv=1005 Ks=329; shear/roll: Fmax=4050 N dmax=77.5 mm Kv=407 Ks=320; loads printed in kN, converted x1000; bar 38.1x40 mm; 8 holes; hole positions 76.2/190.5/266.7; thread M12X1.75; max insert torque 100 Nm"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTW wire rope isolator,OVTW222-80-08,wire rope helical,22.2,8,368.3,210,191,13.5,11.5,,9160,1120,228,627,,102.9,,"cat p.32-33; Ks_comp=368; 45deg comp/roll: Fmax=6230 N dmax=144.8 mm Kv=627 Ks=183; shear/roll: Fmax=2270 N dmax=108 mm Kv=228 Ks=179; loads printed in kN, converted x1000; bar 38.1x40 mm; 8 holes; hole positions 76.2/190.5/266.7; thread M12X1.75; max insert torque 100 Nm"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTW wire rope isolator,OVTW222-90-08,wire rope helical,22.2,8,368.3,235,216,13.5,12.7,,7600,819,157,458,,125.7,,"cat p.32-33; Ks_comp=252; 45deg comp/roll: Fmax=4550 N dmax=177.8 mm Kv=458 Ks=125; shear/roll: Fmax=1550 N dmax=132.1 mm Kv=157 Ks=123; loads printed in kN, converted x1000; bar 38.1x40 mm; 8 holes; hole positions 76.2/190.5/266.7; thread M12X1.75; max insert torque 100 Nm"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTW wire rope isolator,OVTW222-95-08,wire rope helical,22.2,8,368.3,286,216,13.5,13.9,,5240,528,108,297,,125.7,,"cat p.32-33; Ks_comp=193; 45deg comp/roll: Fmax=2950 N dmax=177.8 mm Kv=297 Ks=98; shear/roll: Fmax=1060 N dmax=132.1 mm Kv=108 Ks=85; loads printed in kN, converted x1000; bar 38.1x40 mm; 8 holes; hole positions 76.2/190.5/266.7; thread M12X1.75; max insert torque 100 Nm"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTW wire rope isolator,OVTW286-20-08,wire rope helical,28.6,8,520.7,216,178,19.8,20.9,,23600,3788,890,2157,,67.3,,"cat p.34-35; Ks_comp=1462; 45deg comp/roll: Fmax=16760 N dmax=96.5 mm Kv=2157 Ks=725; shear/roll: Fmax=8850 N dmax=71.1 mm Kv=890 Ks=700; loads printed in kN, converted x1000; bar 50.8x52.5 mm; 8 holes; hole positions 108/269.9/377.8; thread M18X2.5; max insert torque 300 Nm"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTW wire rope isolator,OVTW286-40-08,wire rope helical,28.6,8,520.7,6.5,216,19.8,241,,20300,2484,505,1390,,102.9,,"cat p.34-35; Ks_comp=816; 45deg comp/roll: Fmax=13830 N dmax=144.8 mm Kv=1390 Ks=409; shear/roll: Fmax=5040 N dmax=108 mm Kv=505 Ks=398; loads printed in kN, converted x1000; bar 50.8x52.5 mm; 8 holes; hole positions 108/269.9/377.8; thread M18X2.5; max insert torque 300 Nm"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTW wire rope isolator,OVTW286-60-08,wire rope helical,28.6,8,520.7,260,235,19.8,25,,17880,1981,385,1119,,119.4,,"cat p.34-35; Ks_comp=623; 45deg comp/roll: Fmax=11140 N dmax=168.9 mm Kv=1119 Ks=311; shear/roll: Fmax=3840 N dmax=125.7 mm Kv=385 Ks=303; loads printed in kN, converted x1000; bar 50.8x52.5 mm; 8 holes; hole positions 108/269.9/377.8; thread M18X2.5; max insert torque 300 Nm"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTW wire rope isolator,OVTW318-20-08,wire rope helical,31.8,8,520.7,210,178,19.8,24,,30270,4855,1175,2755,,67.3,,"cat p.36-37; Ks_comp=1873; 45deg comp/roll: Fmax=21420 N dmax=96.5 mm Kv=2755 Ks=927; shear/roll: Fmax=11650 N dmax=71.1 mm Kv=1175 Ks=923; loads printed in kN, converted x1000; bar 50.8x52.5 mm; 8 holes; hole positions 108/269.9/377.8; thread M18X2.5; max insert torque 300 Nm"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTW wire rope isolator,OVTW318-40-08,wire rope helical,31.8,8,520.7,248,216,19.8,27.2,,24650,3130,655,2158,,96.5,,"cat p.36-37; Ks_comp=1061; 45deg comp/roll: Fmax=17370 N dmax=137.2 mm Kv=2158 Ks=529; shear/roll: Fmax=6500 N dmax=101.6 mm Kv=655 Ks=515; loads printed in kN, converted x1000; bar 50.8x52.5 mm; 8 holes; hole positions 108/269.9/377.8; thread M18X2.5; max insert torque 300 Nm"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTC compact wire rope isolator,OVTC12-10,wire rope compact (single loop),1.2,1,11.2,19,17,3.30,0.05,,3.3,3.9,0.7,2.1,,6.4,,"cat p.38-39; Ks_comp=1.9; 45deg comp/roll: Fmax=1.6 N dmax=8.6 mm Kv=2.1 Ks=0.79; shear/roll: Fmax=1.1 N dmax=7.9 mm Kv=0.7 Ks=0.7; bar 9.7x4.1 mm; bar 11.2x9.7, second bar dim 16.3 as printed; thread M3X0.5; max insert torque 1.2 Nm"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTC compact wire rope isolator,OVTC12-20,wire rope compact (single loop),1.2,1,11.2,20,19,3.30,0.05,,2.4,2.8,0.44,1.5,,8.4,,"cat p.38-39; Ks_comp=1.2; 45deg comp/roll: Fmax=1.1 N dmax=10.9 mm Kv=1.5 Ks=0.44; shear/roll: Fmax=0.89 N dmax=9.9 mm Kv=0.44 Ks=0.44; bar 9.7x4.1 mm; bar 11.2x9.7, second bar dim 16.3 as printed; thread M3X0.5; max insert torque 1.2 Nm"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTC compact wire rope isolator,OVTC12-30,wire rope compact (single loop),1.2,1,11.2,23,23,3.30,0.05,,1.8,1.75,0.26,0.88,,11.9,,"cat p.38-39; Ks_comp=0.61; 45deg comp/roll: Fmax=0.76 N dmax=14.7 mm Kv=0.88 Ks=0.26; shear/roll: Fmax=0.71 N dmax=13.2 mm Kv=0.26 Ks=0.26; bar 9.7x4.1 mm; bar 11.2x9.7, second bar dim 16.3 as printed; thread M3X0.5; max insert torque 1.2 Nm"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTC compact wire rope isolator,OVTC12-40,wire rope compact (single loop),1.2,1,11.2,26,26,3.30,0.05,,1.3,1.31,0.13,0.53,,15,,"cat p.38-39; Ks_comp=0.39; 45deg comp/roll: Fmax=0.49 N dmax=18.3 mm Kv=0.53 Ks=0.12; shear/roll: Fmax=0.53 N dmax=16.3 mm Kv=0.13 Ks=0.13; bar 9.7x4.1 mm; bar 11.2x9.7, second bar dim 16.3 as printed; thread M3X0.5; max insert torque 1.2 Nm"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTC compact wire rope isolator,OVTC16-10,wire rope compact (single loop),1.6,1,11.2,20,16,3.30,0.06,,12,11,3,6.1,,5.8,,"cat p.40-41; Ks_comp=6.1; 45deg comp/roll: Fmax=5.8 N dmax=8.1 mm Kv=6.1 Ks=2.8; shear/roll: Fmax=5.6 N dmax=7.4 mm Kv=3 Ks=3; bar 9.7x4.1 mm; bar 11.2x9.7, second bar dim 16.3 as printed; thread M3X0.5; max insert torque 1.2 Nm"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTC compact wire rope isolator,OVTC16-20,wire rope compact (single loop),1.6,1,11.2,21,19,3.30,0.06,,9.3,8.8,1.8,5.3,,8.4,,"cat p.40-41; Ks_comp=4; 45deg comp/roll: Fmax=4.9 N dmax=10.9 mm Kv=5.3 Ks=1.9; shear/roll: Fmax=4 N dmax=9.9 mm Kv=1.8 Ks=1.8; bar 9.7x4.1 mm; bar 11.2x9.7, second bar dim 16.3 as printed; thread M3X0.5; max insert torque 1.2 Nm"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTC compact wire rope isolator,OVTC16-30,wire rope compact (single loop),1.6,1,11.2,24,23,3.30,0.07,,6.7,5.3,1.1,3.2,,11.7,,"cat p.40-41; Ks_comp=1.9; 45deg comp/roll: Fmax=3.3 N dmax=14.5 mm Kv=3.2 Ks=1; shear/roll: Fmax=2.9 N dmax=13 mm Kv=1.1 Ks=1.1; bar 9.7x4.1 mm; bar 11.2x9.7, second bar dim 16.3 as printed; thread M3X0.5; max insert torque 1.2 Nm"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTC compact wire rope isolator,OVTC16-40,wire rope compact (single loop),1.6,1,11.2,27,27,3.30,0.07,,4.9,3.5,0.53,1.9,,15.7,,"cat p.40-41; Ks_comp=1.2; 45deg comp/roll: Fmax=2.2 N dmax=19.1 mm Kv=1.9 Ks=0.51; shear/roll: Fmax=2 N dmax=17.3 mm Kv=0.53 Ks=0.53; bar 9.7x4.1 mm; bar 11.2x9.7, second bar dim 16.3 as printed; thread M3X0.5; max insert torque 1.2 Nm"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTC compact wire rope isolator,OVTC24-10,wire rope compact (single loop),2.4,1,12.7,22,19,3.30,0.09,,32,26.4,6.7,15.4,,7.1,,"cat p.42-43; Ks_comp=13.2; 45deg comp/roll: Fmax=13.2 N dmax=9.4 mm Kv=15.4 Ks=5.8; shear/roll: Fmax=13.2 N dmax=8.4 mm Kv=6.7 Ks=6.1; bar 9.7x4.8 mm; bar 12.7x9.7, second bar dim 19.3 as printed; thread M3X0.5; max insert torque 1.5 Nm"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTC compact wire rope isolator,OVTC24-20,wire rope compact (single loop),2.4,1,12.7,24,23,3.30,0.1,,24,13.2,3.9,9.7,,10.4,,"cat p.42-43; Ks_comp=6.8; 45deg comp/roll: Fmax=11 N dmax=13.2 mm Kv=9.7 Ks=3.5; shear/roll: Fmax=9.4 N dmax=11.9 mm Kv=3.9 Ks=3.5; bar 9.7x4.8 mm; bar 12.7x9.7, second bar dim 19.3 as printed; thread M3X0.5; max insert torque 1.5 Nm"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTC compact wire rope isolator,OVTC24-30,wire rope compact (single loop),2.4,1,12.7,27,27,3.30,0.11,,20,9.3,2,6.4,,14.2,,"cat p.42-43; Ks_comp=3.9; 45deg comp/roll: Fmax=7.4 N dmax=17.3 mm Kv=6.4 Ks=2; shear/roll: Fmax=6.8 N dmax=15.5 mm Kv=2 Ks=1.8; bar 9.7x4.8 mm; bar 12.7x9.7, second bar dim 19.3 as printed; thread M3X0.5; max insert torque 1.5 Nm"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTC compact wire rope isolator,OVTC24-40,wire rope compact (single loop),2.4,1,12.7,30,33,3.30,0.12,,12,6.4,1.2,3.9,,19.3,,"cat p.42-43; Ks_comp=2.1; 45deg comp/roll: Fmax=4.8 N dmax=22.9 mm Kv=3.9 Ks=1; shear/roll: Fmax=4.8 N dmax=20.6 mm Kv=1.2 Ks=1.1; bar 9.7x4.8 mm; bar 12.7x9.7, second bar dim 19.3 as printed; thread M3X0.5; max insert torque 1.5 Nm"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTC compact wire rope isolator,OVTC32-10,wire rope compact (single loop),3.2,1,34,47,42,3.3,0.64,,29,14.4,2.3,7.7,,19.6,,"cat p.44-45; Ks_comp=7; 45deg comp/roll: Fmax=13.2 N dmax=19.3 mm Kv=7.7 Ks=3.4; shear/roll: Fmax=10 N dmax=17.3 mm Kv=2.3 Ks=2; bar 25.4x9.6 mm; bar 34x25.4, hole offset 5.1; thread M3X0.5; max insert torque 7.5 Nm"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTC compact wire rope isolator,OVTC32-20,wire rope compact (single loop),3.2,1,34,54,53,3.3,0.64,,22,7.2,1.3,3.7,,29.7,,"cat p.44-45; Ks_comp=3; 45deg comp/roll: Fmax=8 N dmax=29.5 mm Kv=3.7 Ks=1.3; shear/roll: Fmax=8.5 N dmax=26.4 mm Kv=1.3 Ks=1.1; bar 25.4x9.6 mm; bar 34x25.4, hole offset 5.1; thread M3X0.5; max insert torque 7.5 Nm"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTC compact wire rope isolator,OVTC32-30,wire rope compact (single loop),3.2,1,34,59,60,3.3,0.68,,16,5.3,0.9,2.6,,35.8,,"cat p.44-45; Ks_comp=1.9; 45deg comp/roll: Fmax=6.4 N dmax=37.1 mm Kv=2.6 Ks=0.9; shear/roll: Fmax=6.4 N dmax=33.3 mm Kv=0.9 Ks=0.7; bar 25.4x9.6 mm; bar 34x25.4, hole offset 5.1; thread M3X0.5; max insert torque 7.5 Nm"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTC compact wire rope isolator,OVTC32-40,wire rope compact (single loop),3.2,1,34,68,75,3.3,0.77,,8,2.6,0.4,1.3,,49.3,,"cat p.44-45; Ks_comp=0.9; 45deg comp/roll: Fmax=4.3 N dmax=52.3 mm Kv=1.3 Ks=0.4; shear/roll: Fmax=4 N dmax=47 mm Kv=0.4 Ks=0.35; bar 25.4x9.6 mm; bar 34x25.4, hole offset 5.1; thread M3X0.5; max insert torque 7.5 Nm"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTC compact wire rope isolator,OVTC40-10,wire rope compact (single loop),4,1,35.1,48,41,7.00,0.72,,104,29,5.7,15.6,,19.6,,"cat p.46-47; Ks_comp=14.3; 45deg comp/roll: Fmax=31 N dmax=18.3 mm Kv=15.6 Ks=8; shear/roll: Fmax=26 N dmax=16.5 mm Kv=5.7 Ks=4.8; bar 25.4x9.9 mm; bar 35.1x25.4, hole offset 5.1; thread M6X1.0; max insert torque 7.5 Nm"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTC compact wire rope isolator,OVTC40-20,wire rope compact (single loop),4,1,35.1,54,53,7.00,0.77,,50,14.3,2.7,6.9,,28.7,,"cat p.46-47; Ks_comp=5.8; 45deg comp/roll: Fmax=17 N dmax=28.4 mm Kv=6.9 Ks=3; shear/roll: Fmax=17 N dmax=25.7 mm Kv=2.7 Ks=2.3; bar 25.4x9.9 mm; bar 35.1x25.4, hole offset 5.1; thread M6X1.0; max insert torque 7.5 Nm"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTC compact wire rope isolator,OVTC40-30,wire rope compact (single loop),4,1,35.1,59,60,7.00,0.82,,35,10.3,1.8,4.7,,34.8,,"cat p.46-47; Ks_comp=4.2; 45deg comp/roll: Fmax=14.3 N dmax=36.1 mm Kv=4.7 Ks=1.8; shear/roll: Fmax=14.3 N dmax=32.5 mm Kv=1.8 Ks=1.5; bar 25.4x9.9 mm; bar 35.1x25.4, hole offset 5.1; thread M6X1.0; max insert torque 7.5 Nm"
