source,family,model,stroke_mm,energy_per_cycle_nm,energy_per_hour_nm,eff_mass_min_kg,eff_mass_max_kg,max_force_n,thread,body_dia_mm,length_mm,weight_kg,damping_type,temp_min_c,temp_max_c,notes
ACE Main Catalog 2018 metric p.266-267,SCS38-SCS63 high rack safety,SCS38-600,600,43200,,,,80000,,38,1430,34.0,optimised characteristic (safety / emergency stop),-20,60,"high-rack / stacker crane safety absorber; return force 600-700 N; side load F/R flange 1.9 deg, S foot 0.9 deg; A max 1,430, B 815, D 785, E max 630 mm; weight F/R 34.0 kg, S 34.0 kg; max force per bore size from ACE web catalogue p.72-75 (main cat. family range 80-210 kN); impact velocity 0.5-4.6 m/s; ATF, N2 accumulator approx 2 bar; length = A max"
ACE Main Catalog 2018 metric p.266-267,SCS38-SCS63 high rack safety,SCS38-700,700,50400,,,,80000,,38,1645,38.0,optimised characteristic (safety / emergency stop),-20,60,"high-rack / stacker crane safety absorber; return force 600-700 N; side load F/R flange 1.6 deg, S foot 0.6 deg; A max 1,645, B 930, D 900, E max 730 mm; weight F/R 38.0 kg, S 39.0 kg; max force per bore size from ACE web catalogue p.72-75 (main cat. family range 80-210 kN); impact velocity 0.5-4.6 m/s; ATF, N2 accumulator approx 2 bar; length = A max"
ACE Main Catalog 2018 metric p.266-267,SCS38-SCS63 high rack safety,SCS38-800,800,57600,,,,80000,,38,1860,43.0,optimised characteristic (safety / emergency stop),-20,60,"high-rack / stacker crane safety absorber; return force 600-700 N; side load F/R flange 1.3 deg, S foot 0.3 deg; A max 1,860, B 1,045, D 1,015, E max 830 mm; weight F/R 43.0 kg, S 44.0 kg; max force per bore size from ACE web catalogue p.72-75 (main cat. family range 80-210 kN); impact velocity 0.5-4.6 m/s; ATF, N2 accumulator approx 2 bar; length = A max"
ACE Main Catalog 2018 metric p.268,SCS38-SCS63 high rack safety,SCS50-100,100,14000,,,,160000,,50,390,22.0,optimised characteristic (safety / emergency stop),-20,60,"high-rack / stacker crane safety absorber; return force 1,000-1,200 N; side load F/R flange 5.0 deg, S foot 4.0 deg; A max 390, B 270, D 235, E max 138 mm; weight F/R 22.0 kg, S 23.0 kg; max force per bore size from ACE web catalogue p.72-75 (main cat. family range 80-210 kN); impact velocity 0.5-4.6 m/s; ATF, N2 accumulator approx 2 bar; length = A max"
ACE Main Catalog 2018 metric p.268,SCS38-SCS63 high rack safety,SCS50-150,150,21000,,,,160000,,50,490,25.0,optimised characteristic (safety / emergency stop),-20,60,"high-rack / stacker crane safety absorber; return force 1,000-1,200 N; side load F/R flange 5.0 deg, S foot 4.0 deg; A max 490, B 320, D 285, E max 188 mm; weight F/R 25.0 kg, S 26.0 kg; max force per bore size from ACE web catalogue p.72-75 (main cat. family range 80-210 kN); impact velocity 0.5-4.6 m/s; ATF, N2 accumulator approx 2 bar; length = A max"
ACE Main Catalog 2018 metric p.268,SCS38-SCS63 high rack safety,SCS50-200,200,28000,,,,160000,,50,590,27.0,optimised characteristic (safety / emergency stop),-20,60,"high-rack / stacker crane safety absorber; return force 1,000-1,200 N; side load F/R flange 5.0 deg, S foot 4.0 deg; A max 590, B 370, D 335, E max 238 mm; weight F/R 27.0 kg, S 28.0 kg; max force per bore size from ACE web catalogue p.72-75 (main cat. family range 80-210 kN); impact velocity 0.5-4.6 m/s; ATF, N2 accumulator approx 2 bar; length = A max"
ACE Main Catalog 2018 metric p.268,SCS38-SCS63 high rack safety,SCS50-250,250,35000,,,,160000,,50,690,30.0,optimised characteristic (safety / emergency stop),-20,60,"high-rack / stacker crane safety absorber; return force 1,000-1,200 N; side load F/R flange 4.5 deg, S foot 3.5 deg; A max 690, B 420, D 385, E max 288 mm; weight F/R 30.0 kg, S 31.0 kg; max force per bore size from ACE web catalogue p.72-75 (main cat. family range 80-210 kN); impact velocity 0.5-4.6 m/s; ATF, N2 accumulator approx 2 bar; length = A max"
ACE Main Catalog 2018 metric p.268,SCS38-SCS63 high rack safety,SCS50-300,300,42000,,,,160000,,50,805,33.0,optimised characteristic (safety / emergency stop),-20,60,"high-rack / stacker crane safety absorber; return force 1,000-1,200 N; side load F/R flange 3.8 deg, S foot 2.8 deg; A max 805, B 485, D 450, E max 338 mm; weight F/R 33.0 kg, S 34.0 kg; max force per bore size from ACE web catalogue p.72-75 (main cat. family range 80-210 kN); impact velocity 0.5-4.6 m/s; ATF, N2 accumulator approx 2 bar; length = A max"
ACE Main Catalog 2018 metric p.268,SCS38-SCS63 high rack safety,SCS50-350,350,49000,,,,160000,,50,905,35.0,optimised characteristic (safety / emergency stop),-20,60,"high-rack / stacker crane safety absorber; return force 1,000-1,200 N; side load F/R flange 3.3 deg, S foot 2.3 deg; A max 905, B 535, D 500, E max 388 mm; weight F/R 35.0 kg, S 37.0 kg; max force per bore size from ACE web catalogue p.72-75 (main cat. family range 80-210 kN); impact velocity 0.5-4.6 m/s; ATF, N2 accumulator approx 2 bar; length = A max"
ACE Main Catalog 2018 metric p.268,SCS38-SCS63 high rack safety,SCS50-400,400,56000,,,,160000,,50,1020,38.0,optimised characteristic (safety / emergency stop),-20,60,"high-rack / stacker crane safety absorber; return force 1,000-1,200 N; side load F/R flange 2.9 deg, S foot 1.9 deg; A max 1,020, B 600, D 565, E max 438 mm; weight F/R 38.0 kg, S 40.0 kg; max force per bore size from ACE web catalogue p.72-75 (main cat. family range 80-210 kN); impact velocity 0.5-4.6 m/s; ATF, N2 accumulator approx 2 bar; length = A max"
ACE Main Catalog 2018 metric p.268,SCS38-SCS63 high rack safety,SCS50-500,500,70000,,,,160000,,50,1235,44.0,optimised characteristic (safety / emergency stop),-20,60,"high-rack / stacker crane safety absorber; return force 1,000-1,200 N; side load F/R flange 2.3 deg, S foot 1.3 deg; A max 1,235, B 715, D 680, E max 538 mm; weight F/R 44.0 kg, S 45.0 kg; max force per bore size from ACE web catalogue p.72-75 (main cat. family range 80-210 kN); impact velocity 0.5-4.6 m/s; ATF, N2 accumulator approx 2 bar; length = A max"
ACE Main Catalog 2018 metric p.268,SCS38-SCS63 high rack safety,SCS50-600,600,84000,,,,160000,,50,1450,50.0,optimised characteristic (safety / emergency stop),-20,60,"high-rack / stacker crane safety absorber; return force 1,000-1,200 N; side load F/R flange 1.9 deg, S foot 0.9 deg; A max 1,450, B 830, D 795, E max 638 mm; weight F/R 50.0 kg, S 51.0 kg; max force per bore size from ACE web catalogue p.72-75 (main cat. family range 80-210 kN); impact velocity 0.5-4.6 m/s; ATF, N2 accumulator approx 2 bar; length = A max"
ACE Main Catalog 2018 metric p.268,SCS38-SCS63 high rack safety,SCS50-700,700,98000,,,,160000,,50,1665,55.0,optimised characteristic (safety / emergency stop),-20,60,"high-rack / stacker crane safety absorber; return force 1,000-1,200 N; side load F/R flange 1.6 deg, S foot 0.6 deg; A max 1,665, B 945, D 910, E max 738 mm; weight F/R 55.0 kg, S 57.0 kg; max force per bore size from ACE web catalogue p.72-75 (main cat. family range 80-210 kN); impact velocity 0.5-4.6 m/s; ATF, N2 accumulator approx 2 bar; length = A max"
ACE Main Catalog 2018 metric p.268,SCS38-SCS63 high rack safety,SCS50-800,800,112000,,,,160000,,50,1880,61.0,optimised characteristic (safety / emergency stop),-20,60,"high-rack / stacker crane safety absorber; return force 1,000-1,200 N; side load F/R flange 1.3 deg, S foot 0.3 deg; A max 1,880, B 1,060, D 1,025, E max 838 mm; weight F/R 61.0 kg, S 63.0 kg; max force per bore size from ACE web catalogue p.72-75 (main cat. family range 80-210 kN); impact velocity 0.5-4.6 m/s; ATF, N2 accumulator approx 2 bar; length = A max"
ACE Main Catalog 2018 metric p.268,SCS38-SCS63 high rack safety,SCS50-1000,1000,140000,,,,160000,,50,2310,72.0,optimised characteristic (safety / emergency stop),-20,60,"high-rack / stacker crane safety absorber; return force 1,000-1,200 N; side load F/R flange 1.0 deg, S foot 0.0 deg; A max 2,310, B 1,290, D 1,255, E max 1,038 mm; weight F/R 72.0 kg, S 74.0 kg; max force per bore size from ACE web catalogue p.72-75 (main cat. family range 80-210 kN); impact velocity 0.5-4.6 m/s; ATF, N2 accumulator approx 2 bar; length = A max"
ACE Main Catalog 2018 metric p.269,SCS38-SCS63 high rack safety,SCS63-100,100,18000,,,,210000,,63,405,29.0,optimised characteristic (safety / emergency stop),-20,60,"high-rack / stacker crane safety absorber; return force 1,500-2,500 N; side load F/R flange 5.0 deg, S foot 4.0 deg; A max 405, B 285, D 240, E max 143 mm; weight F/R 29.0 kg, S 32.0 kg; max force per bore size from ACE web catalogue p.72-75 (main cat. family range 80-210 kN); impact velocity 0.5-4.6 m/s; ATF, N2 accumulator approx 2 bar; length = A max"
ACE Main Catalog 2018 metric p.269,SCS38-SCS63 high rack safety,SCS63-150,150,27000,,,,210000,,63,505,32.0,optimised characteristic (safety / emergency stop),-20,60,"high-rack / stacker crane safety absorber; return force 1,500-2,500 N; side load F/R flange 5.0 deg, S foot 4.0 deg; A max 505, B 335, D 290, E max 193 mm; weight F/R 32.0 kg, S 35.0 kg; max force per bore size from ACE web catalogue p.72-75 (main cat. family range 80-210 kN); impact velocity 0.5-4.6 m/s; ATF, N2 accumulator approx 2 bar; length = A max"
ACE Main Catalog 2018 metric p.269,SCS38-SCS63 high rack safety,SCS63-200,200,36000,,,,210000,,63,605,35.0,optimised characteristic (safety / emergency stop),-20,60,"high-rack / stacker crane safety absorber; return force 1,500-2,500 N; side load F/R flange 5.0 deg, S foot 4.0 deg; A max 605, B 385, D 340, E max 243 mm; weight F/R 35.0 kg, S 38.0 kg; max force per bore size from ACE web catalogue p.72-75 (main cat. family range 80-210 kN); impact velocity 0.5-4.6 m/s; ATF, N2 accumulator approx 2 bar; length = A max"
ACE Main Catalog 2018 metric p.269,SCS38-SCS63 high rack safety,SCS63-250,250,45000,,,,210000,,63,705,38.0,optimised characteristic (safety / emergency stop),-20,60,"high-rack / stacker crane safety absorber; return force 1,500-2,500 N; side load F/R flange 5.0 deg, S foot 4.0 deg; A max 705, B 435, D 390, E max 293 mm; weight F/R 38.0 kg, S 42.0 kg; max force per bore size from ACE web catalogue p.72-75 (main cat. family range 80-210 kN); impact velocity 0.5-4.6 m/s; ATF, N2 accumulator approx 2 bar; length = A max"
ACE Main Catalog 2018 metric p.269,SCS38-SCS63 high rack safety,SCS63-300,300,54000,,,,210000,,63,805,41.0,optimised characteristic (safety / emergency stop),-20,60,"high-rack / stacker crane safety absorber; return force 1,500-2,500 N; side load F/R flange 5.0 deg, S foot 4.0 deg; A max 805, B 485, D 440, E max 343 mm; weight F/R 41.0 kg, S 45.0 kg; max force per bore size from ACE web catalogue p.72-75 (main cat. family range 80-210 kN); impact velocity 0.5-4.6 m/s; ATF, N2 accumulator approx 2 bar; length = A max"
ACE Main Catalog 2018 metric p.269,SCS38-SCS63 high rack safety,SCS63-350,350,63000,,,,210000,,63,925,45.0,optimised characteristic (safety / emergency stop),-20,60,"high-rack / stacker crane safety absorber; return force 1,500-2,500 N; side load F/R flange 5.0 deg, S foot 4.0 deg; A max 925, B 555, D 510, E max 393 mm; weight F/R 45.0 kg, S 49.0 kg; max force per bore size from ACE web catalogue p.72-75 (main cat. family range 80-210 kN); impact velocity 0.5-4.6 m/s; ATF, N2 accumulator approx 2 bar; length = A max"
ACE Main Catalog 2018 metric p.269,SCS38-SCS63 high rack safety,SCS63-400,400,72000,,,,210000,,63,1025,48.0,optimised characteristic (safety / emergency stop),-20,60,"high-rack / stacker crane safety absorber; return force 1,500-2,500 N; side load F/R flange 5.0 deg, S foot 4.0 deg; A max 1,025, B 605, D 560, E max 443 mm; weight F/R 48.0 kg, S 52.0 kg; max force per bore size from ACE web catalogue p.72-75 (main cat. family range 80-210 kN); impact velocity 0.5-4.6 m/s; ATF, N2 accumulator approx 2 bar; length = A max"
ACE Main Catalog 2018 metric p.269,SCS38-SCS63 high rack safety,SCS63-500,500,90000,,,,210000,,63,1245,55.0,optimised characteristic (safety / emergency stop),-20,60,"high-rack / stacker crane safety absorber; return force 1,500-2,500 N; side load F/R flange 4.2 deg, S foot 3.2 deg; A max 1,245, B 725, D 680, E max 543 mm; weight F/R 55.0 kg, S 60.0 kg; max force per bore size from ACE web catalogue p.72-75 (main cat. family range 80-210 kN); impact velocity 0.5-4.6 m/s; ATF, N2 accumulator approx 2 bar; length = A max"
ACE Main Catalog 2018 metric p.269,SCS38-SCS63 high rack safety,SCS63-600,600,108000,,,,210000,,63,1445,62.0,optimised characteristic (safety / emergency stop),-20,60,"high-rack / stacker crane safety absorber; return force 1,500-2,500 N; side load F/R flange 3.4 deg, S foot 2.4 deg; A max 1,445, B 825, D 780, E max 643 mm; weight F/R 62.0 kg, S 66.0 kg; max force per bore size from ACE web catalogue p.72-75 (main cat. family range 80-210 kN); impact velocity 0.5-4.6 m/s; ATF, N2 accumulator approx 2 bar; length = A max"
ACE Main Catalog 2018 metric p.269,SCS38-SCS63 high rack safety,SCS63-700,700,126000,,,,210000,,63,1665,69.0,optimised characteristic (safety / emergency stop),-20,60,"high-rack / stacker crane safety absorber; return force 1,500-2,500 N; side load F/R flange 2.9 deg, S foot 1.9 deg; A max 1,665, B 945, D 900, E max 746 mm; weight F/R 69.0 kg, S 73.0 kg; max force per bore size from ACE web catalogue p.72-75 (main cat. family range 80-210 kN); impact velocity 0.5-4.6 m/s; ATF, N2 accumulator approx 2 bar; length = A max"
ACE Main Catalog 2018 metric p.269,SCS38-SCS63 high rack safety,SCS63-800,800,144000,,,,210000,,63,1865,75.0,optimised characteristic (safety / emergency stop),-20,60,"high-rack / stacker crane safety absorber; return force 1,500-2,500 N; side load F/R flange 2.5 deg, S foot 1.5 deg; A max 1,865, B 1,045, D 1,000, E max 843 mm; weight F/R 75.0 kg, S 79.0 kg; max force per bore size from ACE web catalogue p.72-75 (main cat. family range 80-210 kN); impact velocity 0.5-4.6 m/s; ATF, N2 accumulator approx 2 bar; length = A max"
ACE Main Catalog 2018 metric p.269,SCS38-SCS63 high rack safety,SCS63-1000,1000,180000,,,,210000,,63,2285,89.0,optimised characteristic (safety / emergency stop),-20,60,"high-rack / stacker crane safety absorber; return force 1,500-2,500 N; side load F/R flange 1.9 deg, S foot 0.9 deg; A max 2,285, B 1,265, D 1,220, E max 1,043 mm; weight F/R 89.0 kg, S 93.0 kg; max force per bore size from ACE web catalogue p.72-75 (main cat. family range 80-210 kN); impact velocity 0.5-4.6 m/s; ATF, N2 accumulator approx 2 bar; length = A max"
ACE Main Catalog 2018 metric p.269,SCS38-SCS63 high rack safety,SCS63-1200,1200,216000,,,,210000,,63,2705,102.0,optimised characteristic (safety / emergency stop),-20,60,"high-rack / stacker crane safety absorber; return force 1,500-2,500 N; side load F/R flange 1.4 deg, S foot 0.4 deg; A max 2,705, B 1,485, D 1,440, E max 1,243 mm; weight F/R 102.0 kg, S 106.0 kg; max force per bore size from ACE web catalogue p.72-75 (main cat. family range 80-210 kN); impact velocity 0.5-4.6 m/s; ATF, N2 accumulator approx 2 bar; length = A max"
ACE Main Catalog 2018 metric p.270-271,CB63-CB160 crane buffer,CB63-100,100,16000,,1510,128000,187000,M90x2,90,420,12.7,optimised characteristic (safety / emergency stop),-12,66,"crane installation safety absorber, optimised characteristic; gas accumulator return, filling pressure approx 5.6-5.9 bar; return force 1,700-18,500 N; A max 420, B 288, C 192 mm; side load 3.5 deg (values reduced 20% at max angle); length = A max; thread/body dia and max force from ACE web catalogue p.76-79 (main cat. family reacting force 187-700 kN); impact velocity 0.5-4.6 m/s; ATF; designed to AISE standards; individually calculated by ACE"
ACE Main Catalog 2018 metric p.270-271,CB63-CB160 crane buffer,CB63-200,200,32000,,3020,256000,187000,M90x2,90,700,16.7,optimised characteristic (safety / emergency stop),-12,66,"crane installation safety absorber, optimised characteristic; gas accumulator return, filling pressure approx 5.6-5.9 bar; return force 1,700-24,000 N; A max 700, B 468, C 292 mm; side load 3.0 deg (values reduced 20% at max angle); length = A max; thread/body dia and max force from ACE web catalogue p.76-79 (main cat. family reacting force 187-700 kN); impact velocity 0.5-4.6 m/s; ATF; designed to AISE standards; individually calculated by ACE"
ACE Main Catalog 2018 metric p.270-271,CB63-CB160 crane buffer,CB63-300,300,48000,,4540,384000,187000,M90x2,90,980,20.8,optimised characteristic (safety / emergency stop),-12,66,"crane installation safety absorber, optimised characteristic; gas accumulator return, filling pressure approx 5.6-5.9 bar; return force 1,700-27,000 N; A max 980, B 648, C 392 mm; side load 2.5 deg (values reduced 20% at max angle); length = A max; thread/body dia and max force from ACE web catalogue p.76-79 (main cat. family reacting force 187-700 kN); impact velocity 0.5-4.6 m/s; ATF; designed to AISE standards; individually calculated by ACE"
ACE Main Catalog 2018 metric p.270-271,CB63-CB160 crane buffer,CB63-400,400,64000,,6050,512000,187000,M90x2,90,1260,24.8,optimised characteristic (safety / emergency stop),-12,66,"crane installation safety absorber, optimised characteristic; gas accumulator return, filling pressure approx 5.6-5.9 bar; return force 1,700-29,000 N; A max 1,260, B 828, C 492 mm; side load 2.0 deg (values reduced 20% at max angle); length = A max; thread/body dia and max force from ACE web catalogue p.76-79 (main cat. family reacting force 187-700 kN); impact velocity 0.5-4.6 m/s; ATF; designed to AISE standards; individually calculated by ACE"
ACE Main Catalog 2018 metric p.270-271,CB63-CB160 crane buffer,CB63-500,500,80000,,7560,640000,187000,M90x2,90,1540,28.8,optimised characteristic (safety / emergency stop),-12,66,"crane installation safety absorber, optimised characteristic; gas accumulator return, filling pressure approx 5.6-5.9 bar; return force 1,700-30,000 N; A max 1,540, B 1,008, C 592 mm; side load 1.5 deg (values reduced 20% at max angle); length = A max; thread/body dia and max force from ACE web catalogue p.76-79 (main cat. family reacting force 187-700 kN); impact velocity 0.5-4.6 m/s; ATF; designed to AISE standards; individually calculated by ACE"
ACE Main Catalog 2018 metric p.270-271,CB63-CB160 crane buffer,CB100-200,200,80000,,7560,640000,467000,M130x2,130,735,42.5,optimised characteristic (safety / emergency stop),-12,66,"crane installation safety absorber, optimised characteristic; gas accumulator return, filling pressure approx 5.6-5.9 bar; return force 4,500-44,000 N; A max 735, B 495, C 320 mm; side load 4.0 deg (values reduced 20% at max angle); length = A max; thread/body dia and max force from ACE web catalogue p.76-79 (main cat. family reacting force 187-700 kN); impact velocity 0.5-4.6 m/s; ATF; designed to AISE standards; individually calculated by ACE"
ACE Main Catalog 2018 metric p.270-271,CB63-CB160 crane buffer,CB100-300,300,120000,,11340,960000,467000,M130x2,130,1005,50.8,optimised characteristic (safety / emergency stop),-12,66,"crane installation safety absorber, optimised characteristic; gas accumulator return, filling pressure approx 5.6-5.9 bar; return force 4,500-56,000 N; A max 1,005, B 665, C 420 mm; side load 3.5 deg (values reduced 20% at max angle); length = A max; thread/body dia and max force from ACE web catalogue p.76-79 (main cat. family reacting force 187-700 kN); impact velocity 0.5-4.6 m/s; ATF; designed to AISE standards; individually calculated by ACE"
ACE Main Catalog 2018 metric p.270-271,CB63-CB160 crane buffer,CB100-400,400,160000,,15120,1280000,467000,M130x2,130,1275,59.1,optimised characteristic (safety / emergency stop),-12,66,"crane installation safety absorber, optimised characteristic; gas accumulator return, filling pressure approx 5.6-5.9 bar; return force 4,500-65,000 N; A max 1,275, B 835, C 520 mm; side load 3.0 deg (values reduced 20% at max angle); length = A max; thread/body dia and max force from ACE web catalogue p.76-79 (main cat. family reacting force 187-700 kN); impact velocity 0.5-4.6 m/s; ATF; designed to AISE standards; individually calculated by ACE"
ACE Main Catalog 2018 metric p.270-271,CB63-CB160 crane buffer,CB100-500,500,200000,,18900,1600000,467000,M130x2,130,1545,67.5,optimised characteristic (safety / emergency stop),-12,66,"crane installation safety absorber, optimised characteristic; gas accumulator return, filling pressure approx 5.6-5.9 bar; return force 4,500-71,000 N; A max 1,545, B 1,005, C 620 mm; side load 2.5 deg (values reduced 20% at max angle); length = A max; thread/body dia and max force from ACE web catalogue p.76-79 (main cat. family reacting force 187-700 kN); impact velocity 0.5-4.6 m/s; ATF; designed to AISE standards; individually calculated by ACE"
ACE Main Catalog 2018 metric p.270-271,CB63-CB160 crane buffer,CB100-600,600,240000,,22680,1920000,467000,M130x2,130,1815,75.8,optimised characteristic (safety / emergency stop),-12,66,"crane installation safety absorber, optimised characteristic; gas accumulator return, filling pressure approx 5.6-5.9 bar; return force 4,500-76,000 N; A max 1,815, B 1,175, C 720 mm; side load 2.0 deg (values reduced 20% at max angle); length = A max; thread/body dia and max force from ACE web catalogue p.76-79 (main cat. family reacting force 187-700 kN); impact velocity 0.5-4.6 m/s; ATF; designed to AISE standards; individually calculated by ACE"
ACE Main Catalog 2018 metric p.270-271,CB63-CB160 crane buffer,CB160-400,400,240000,,22700,1920000,700000,M210x2,210,1400,154.0,optimised characteristic (safety / emergency stop),-12,66,"crane installation safety absorber, optimised characteristic; gas accumulator return, filling pressure approx 5.6-5.9 bar; return force 11,000-71,000 N; A max 1,400, B 940, C 600 mm; side load 4 deg (values reduced 20% at max angle); length = A max; thread/body dia and max force from ACE web catalogue p.76-79 (main cat. family reacting force 187-700 kN); impact velocity 0.5-4.6 m/s; ATF; designed to AISE standards; individually calculated by ACE"
ACE Main Catalog 2018 metric p.270-271,CB63-CB160 crane buffer,CB160-600,600,360000,,34000,2880000,700000,M210x2,210,2000,188.0,optimised characteristic (safety / emergency stop),-12,66,"crane installation safety absorber, optimised characteristic; gas accumulator return, filling pressure approx 5.6-5.9 bar; return force 11,000-71,000 N; A max 2,000, B 1,340, C 800 mm; side load 3 deg (values reduced 20% at max angle); length = A max; thread/body dia and max force from ACE web catalogue p.76-79 (main cat. family reacting force 187-700 kN); impact velocity 0.5-4.6 m/s; ATF; designed to AISE standards; individually calculated by ACE"
ACE Main Catalog 2018 metric p.270-271,CB63-CB160 crane buffer,CB160-800,800,480000,,45400,3840000,700000,M210x2,210,2600,221.0,optimised characteristic (safety / emergency stop),-12,66,"crane installation safety absorber, optimised characteristic; gas accumulator return, filling pressure approx 5.6-5.9 bar; return force 11,000-71,000 N; A max 2,600, B 1,740, C 1,000 mm; side load 2 deg (values reduced 20% at max angle); length = A max; thread/body dia and max force from ACE web catalogue p.76-79 (main cat. family reacting force 187-700 kN); impact velocity 0.5-4.6 m/s; ATF; designed to AISE standards; individually calculated by ACE"
ACE Main Catalog 2018 metric p.272-273,EB63-EB160 crane buffer low return force,EB63-100,100,16000,,1510,128000,187000,M90x2,90,420,13.7,optimised characteristic (safety / emergency stop),-12,66,"crane installation safety absorber, optimised characteristic; spring package + gas accumulator return, filling pressure approx 0.55-1.1 bar; return force 700-6,900 N; A max 420, B 288, C 192 mm; side load 3.5 deg (values reduced 20% at max angle); length = A max; thread/body dia and max force from ACE web catalogue p.76-79 (main cat. family reacting force 187-700 kN); impact velocity 0.5-4.6 m/s; ATF; designed to AISE standards; individually calculated by ACE"
ACE Main Catalog 2018 metric p.272-273,EB63-EB160 crane buffer low return force,EB63-200,200,32000,,3020,256000,187000,M90x2,90,700,16.7,optimised characteristic (safety / emergency stop),-12,66,"crane installation safety absorber, optimised characteristic; spring package + gas accumulator return, filling pressure approx 0.55-1.1 bar; return force 770-9,300 N; A max 700, B 468, C 292 mm; side load 3.0 deg (values reduced 20% at max angle); length = A max; thread/body dia and max force from ACE web catalogue p.76-79 (main cat. family reacting force 187-700 kN); impact velocity 0.5-4.6 m/s; ATF; designed to AISE standards; individually calculated by ACE"
ACE Main Catalog 2018 metric p.272-273,EB63-EB160 crane buffer low return force,EB63-300,300,48000,,4540,384000,187000,M90x2,90,980,21.8,optimised characteristic (safety / emergency stop),-12,66,"crane installation safety absorber, optimised characteristic; spring package + gas accumulator return, filling pressure approx 0.55-1.1 bar; return force 830-10,600 N; A max 980, B 648, C 392 mm; side load 2.5 deg (values reduced 20% at max angle); length = A max; thread/body dia and max force from ACE web catalogue p.76-79 (main cat. family reacting force 187-700 kN); impact velocity 0.5-4.6 m/s; ATF; designed to AISE standards; individually calculated by ACE"
ACE Main Catalog 2018 metric p.272-273,EB63-EB160 crane buffer low return force,EB63-400,400,64000,,6050,512000,187000,M90x2,90,1260,25.8,optimised characteristic (safety / emergency stop),-12,66,"crane installation safety absorber, optimised characteristic; spring package + gas accumulator return, filling pressure approx 0.55-1.1 bar; return force 600-11,100 N; A max 1,260, B 828, C 492 mm; side load 2.0 deg (values reduced 20% at max angle); length = A max; thread/body dia and max force from ACE web catalogue p.76-79 (main cat. family reacting force 187-700 kN); impact velocity 0.5-4.6 m/s; ATF; designed to AISE standards; individually calculated by ACE"
ACE Main Catalog 2018 metric p.272-273,EB63-EB160 crane buffer low return force,EB63-500,500,80000,,7560,640000,187000,M90x2,90,1540,29.8,optimised characteristic (safety / emergency stop),-12,66,"crane installation safety absorber, optimised characteristic; spring package + gas accumulator return, filling pressure approx 0.55-1.1 bar; return force 670-12,000 N; A max 1,540, B 1,008, C 592 mm; side load 1.5 deg (values reduced 20% at max angle); length = A max; thread/body dia and max force from ACE web catalogue p.76-79 (main cat. family reacting force 187-700 kN); impact velocity 0.5-4.6 m/s; ATF; designed to AISE standards; individually calculated by ACE"
ACE Main Catalog 2018 metric p.272-273,EB63-EB160 crane buffer low return force,EB100-200,200,80000,,7560,640000,467000,M130x2,130,735,42.5,optimised characteristic (safety / emergency stop),-12,66,"crane installation safety absorber, optimised characteristic; spring package + gas accumulator return, filling pressure approx 0.55-1.1 bar; return force 1,200-8,900 N; A max 735, B 495, C 320 mm; side load 4.0 deg (values reduced 20% at max angle); length = A max; thread/body dia and max force from ACE web catalogue p.76-79 (main cat. family reacting force 187-700 kN); impact velocity 0.5-4.6 m/s; ATF; designed to AISE standards; individually calculated by ACE"
ACE Main Catalog 2018 metric p.272-273,EB63-EB160 crane buffer low return force,EB100-300,300,120000,,11340,960000,467000,M130x2,130,1005,50.8,optimised characteristic (safety / emergency stop),-12,66,"crane installation safety absorber, optimised characteristic; spring package + gas accumulator return, filling pressure approx 0.55-1.1 bar; return force 950-14,100 N; A max 1,005, B 665, C 420 mm; side load 3.5 deg (values reduced 20% at max angle); length = A max; thread/body dia and max force from ACE web catalogue p.76-79 (main cat. family reacting force 187-700 kN); impact velocity 0.5-4.6 m/s; ATF; designed to AISE standards; individually calculated by ACE"
ACE Main Catalog 2018 metric p.272-273,EB63-EB160 crane buffer low return force,EB100-400,400,160000,,15120,1280000,467000,M130x2,130,1275,59.1,optimised characteristic (safety / emergency stop),-12,66,"crane installation safety absorber, optimised characteristic; spring package + gas accumulator return, filling pressure approx 0.55-1.1 bar; return force 1,190-18,200 N; A max 1,275, B 835, C 520 mm; side load 3.0 deg (values reduced 20% at max angle); length = A max; thread/body dia and max force from ACE web catalogue p.76-79 (main cat. family reacting force 187-700 kN); impact velocity 0.5-4.6 m/s; ATF; designed to AISE standards; individually calculated by ACE"
ACE Main Catalog 2018 metric p.272-273,EB63-EB160 crane buffer low return force,EB100-500,500,200000,,18900,1600000,467000,M130x2,130,1545,68.5,optimised characteristic (safety / emergency stop),-12,66,"crane installation safety absorber, optimised characteristic; spring package + gas accumulator return, filling pressure approx 0.55-1.1 bar; return force 930-20,800 N; A max 1,545, B 1,005, C 620 mm; side load 2.5 deg (values reduced 20% at max angle); length = A max; thread/body dia and max force from ACE web catalogue p.76-79 (main cat. family reacting force 187-700 kN); impact velocity 0.5-4.6 m/s; ATF; designed to AISE standards; individually calculated by ACE"
